column_name,field_id,panel,modality,metric,region,effect_allele,other_allele,n,beta_per_A,se,t,p,aa_vs_gg_additive_2beta,status,bonferroni,fdr_bh
dMRI_TBSS_FA_corticospinal_tract_left,25063.0,primary,dMRI_TBSS,FA,corticospinal tract (left),A,G,36346,0.016769686274194156,0.007152895460539571,2.344461255823967,0.01905994807305667,0.03353937254838831,ok,1.0,0.6555366318040167
dMRI_TBSS_FA_superior_cerebellar_peduncle_left,25069.0,primary,dMRI_TBSS,FA,superior cerebellar peduncle (left),A,G,36313,-0.01635940447126891,0.007011077346147827,-2.3333652823353086,0.019634415794094407,-0.03271880894253782,ok,1.0,0.6555366318040167
dMRI_weighted_mean_OD_middle_cerebellar_peduncle,25693.0,primary,dMRI_weighted_mean,OD,middle cerebellar peduncle,A,G,36305,-0.01659894241283484,0.0071606169700544784,-2.3180882991299776,0.02045005590662842,-0.03319788482566968,ok,1.0,0.6555366318040167
dMRI_TBSS_L1_anterior_limb_of_internal_capsule_left,25217.0,primary,dMRI_TBSS,L1,anterior limb of internal capsule (left),A,G,36330,0.015343196448345245,0.00667724968986152,2.2978317662198204,0.021577025173262994,0.03068639289669049,ok,1.0,0.6555366318040167
dMRI_weighted_mean_ISOVF_posterior_thalamic_radiation_right,25724.0,primary,dMRI_weighted_mean,ISOVF,posterior thalamic radiation (right),A,G,36320,0.015531858095581096,0.006852345204912752,2.2666485168385293,0.023417565604578965,0.031063716191162192,ok,1.0,0.6555366318040167
dMRI_weighted_mean_L1_middle_cerebellar_peduncle,25585.0,primary,dMRI_weighted_mean,L1,middle cerebellar peduncle,A,G,36311,0.016131556619824575,0.007118589757830017,2.266116909192701,0.02345009089380222,0.03226311323964915,ok,1.0,0.6555366318040167
dMRI_TBSS_OD_posterior_limb_of_internal_capsule_right,25410.0,primary,dMRI_TBSS,OD,posterior limb of internal capsule (right),A,G,36332,-0.01616344748422442,0.007223499629708224,-2.23762003361206,0.025251886035164258,-0.03232689496844884,ok,1.0,0.6752134744185225
dMRI_weighted_mean_L1_superior_thalamic_radiation_left,25592.0,primary,dMRI_weighted_mean,L1,superior thalamic radiation (left),A,G,36336,0.014186177388748356,0.006451110671367211,2.1990286807065145,0.027882166479970882,0.028372354777496712,ok,1.0,0.7087019670088229
dMRI_TBSS_L1_superior_cerebellar_peduncle_right,25212.0,primary,dMRI_TBSS,L1,superior cerebellar peduncle (right),A,G,36340,0.015634904975504516,0.00719370814725785,2.173413857700683,0.02975562397248502,0.03126980995100903,ok,1.0,0.7087019670088229
dMRI_TBSS_L1_superior_longitudinal_fasciculus_right,25240.0,primary,dMRI_TBSS,L1,superior longitudinal fasciculus (right),A,G,36340,0.0147014616505188,0.006815310349499941,2.1571228449776303,0.031002634852352426,0.0294029233010376,ok,1.0,0.7087019670088229
dMRI_TBSS_L2_superior_cerebellar_peduncle_right,25260.0,primary,dMRI_TBSS,L2,superior cerebellar peduncle (right),A,G,36330,0.015414602098221732,0.007154930978748023,2.154402627224085,0.03121516988091833,0.030829204196443465,ok,1.0,0.7087019670088229
dMRI_weighted_mean_OD_corticospinal_tract_right,25686.0,primary,dMRI_weighted_mean,OD,corticospinal tract (right),A,G,36328,-0.014774228696465167,0.006900038133884903,-2.141180731148639,0.03226610581503584,-0.029548457392930334,ok,1.0,0.7087019670088229
dMRI_weighted_mean_L1_corticospinal_tract_right,25578.0,primary,dMRI_weighted_mean,L1,corticospinal tract (right),A,G,36332,0.014871304972397116,0.007016436603844723,2.119495380924306,0.03405539208622396,0.029742609944794232,ok,1.0,0.7222091770009564
dMRI_weighted_mean_ISOVF_inferior_longitudinal_fasciculus_left,25718.0,primary,dMRI_weighted_mean,ISOVF,inferior longitudinal fasciculus (left),A,G,36339,0.014914862313832109,0.007110042030493052,2.097717882660368,0.03593696921508443,0.029829724627664218,ok,1.0,0.7367078689092307
dMRI_weighted_mean_L1_corticospinal_tract_left,25577.0,primary,dMRI_weighted_mean,L1,corticospinal tract (left),A,G,36331,0.014690448631760144,0.007065224494340361,2.079261408257871,0.037600333200661494,0.02938089726352029,ok,1.0,0.7459420941421554
dMRI_TBSS_OD_superior_fronto_occipital_fasciculus_rig,25434.0,primary,dMRI_TBSS,OD,superior fronto-occipital fasciculus (right),A,G,36331,-0.014743893943074474,0.007296854772736325,-2.0205820729998583,0.04333037463819828,-0.029487787886148947,ok,1.0,0.813660608437064
dMRI_TBSS_L1_middle_cerebellar_peduncle,25200.0,primary,dMRI_TBSS,L1,middle cerebellar peduncle,A,G,36344,0.014483753932522683,0.007179371936177644,2.01741239502267,0.04365983752589124,0.028967507865045365,ok,1.0,0.813660608437064
dMRI_TBSS_OD_posterior_thalamic_radiation_right,25420.0,primary,dMRI_TBSS,OD,posterior thalamic radiation (right),A,G,36319,0.014266667693089726,0.0072332409621847765,1.9723755599565325,0.04857433017239289,0.028533335386179453,ok,1.0,0.8786239134124008
dMRI_TBSS_ISOVF_sagittal_stratum_left,25471.0,primary,dMRI_TBSS,ISOVF,sagittal stratum (left),A,G,36338,0.014236360112203942,0.0072636748474426294,1.9599390681999254,0.050010550469514775,0.028472720224407885,ok,1.0,0.8787568153929025
dMRI_TBSS_ISOVF_fornix,25445.0,primary,dMRI_TBSS,ISOVF,fornix,A,G,36349,0.011778808665547731,0.00609583776996655,1.9322706919105501,0.053333871400345866,0.023557617331095463,ok,1.0,0.8863179752676453
dMRI_TBSS_L1_posterior_limb_of_internal_capsule_right,25218.0,primary,dMRI_TBSS,L1,posterior limb of internal capsule (right),A,G,36336,0.0135607106019031,0.007034317908222695,1.9277932528541886,0.05388863834839262,0.0271214212038062,ok,1.0,0.8863179752676453
dMRI_weighted_mean_OD_acoustic_radiation_right,25678.0,primary,dMRI_weighted_mean,OD,acoustic radiation (right),A,G,36329,-0.013674070133463334,0.007154701724874801,-1.9112005865908568,0.05598667631089459,-0.027348140266926668,ok,1.0,0.8863179752676453
dMRI_TBSS_L1_fornix,25205.0,primary,dMRI_TBSS,L1,fornix,A,G,36351,0.011769456481019012,0.006174958166658142,1.9059977676559041,0.056658381332446474,0.023538912962038024,ok,1.0,0.8863179752676453
dMRI_TBSS_OD_posterior_limb_of_internal_capsule_left,25411.0,primary,dMRI_TBSS,OD,posterior limb of internal capsule (left),A,G,36332,-0.01370956244817494,0.007247834205383935,-1.8915391908373145,0.058560357434236106,-0.02741912489634988,ok,1.0,0.8863179752676453
dMRI_TBSS_OD_superior_longitudinal_fasciculus_right,25432.0,primary,dMRI_TBSS,OD,superior longitudinal fasciculus (right),A,G,36328,-0.013695587697893785,0.007307386363031691,-1.8742115193443465,0.060909303230657366,-0.02739117539578757,ok,1.0,0.8863179752676453
dMRI_TBSS_MD_superior_fronto_occipital_fasciculus_lef,25147.0,primary,dMRI_TBSS,MD,superior fronto-occipital fasciculus (left),A,G,36296,0.012023473063220557,0.006420299076863153,1.8727278775142384,0.061114011071988036,0.024046946126441114,ok,1.0,0.8863179752676453
dMRI_TBSS_ISOVF_posterior_thalamic_radiation_right,25468.0,primary,dMRI_TBSS,ISOVF,posterior thalamic radiation (right),A,G,36335,0.013012363364860583,0.007072512158943767,1.8398502642947585,0.06579838268899765,0.026024726729721167,ok,1.0,0.8863179752676453
dMRI_TBSS_FA_posterior_thalamic_radiation_right,25084.0,primary,dMRI_TBSS,FA,posterior thalamic radiation (right),A,G,36340,-0.012632097141476489,0.006871932301006167,-1.838216179694747,0.06603872062172247,-0.025264194282952977,ok,1.0,0.8863179752676453
dMRI_TBSS_L1_superior_cerebellar_peduncle_left,25213.0,primary,dMRI_TBSS,L1,superior cerebellar peduncle (left),A,G,36337,0.013072792834799505,0.007141229574571273,1.830608118432369,0.06716724859253352,0.02614558566959901,ok,1.0,0.8863179752676453
dMRI_TBSS_OD_cerebral_peduncle_left,25407.0,primary,dMRI_TBSS,OD,cerebral peduncle (left),A,G,36326,-0.013180856346122125,0.007207272386128909,-1.82882727888708,0.06743368863243707,-0.02636171269224425,ok,1.0,0.8863179752676453
dMRI_weighted_mean_FA_uncinate_fasciculus_right,25514.0,primary,dMRI_weighted_mean,FA,uncinate fasciculus (right),A,G,36338,0.012752759375761223,0.006993398649522239,1.8235424598070697,0.06822949014765435,0.025505518751522446,ok,1.0,0.8863179752676453
dMRI_weighted_mean_MD_middle_cerebellar_peduncle,25531.0,primary,dMRI_weighted_mean,MD,middle cerebellar peduncle,A,G,36307,0.012874474661988008,0.007129954638519921,1.805688158580006,0.07097534976848134,0.025748949323976016,ok,1.0,0.8863179752676453
dMRI_TBSS_ICVF_superior_fronto_occipital_fasciculus_lef,25387.0,primary,dMRI_TBSS,ICVF,superior fronto-occipital fasciculus (left),A,G,36340,-0.011690619672413239,0.0064837656682303745,-1.8030601768499726,0.07138705211385525,-0.023381239344826478,ok,1.0,0.8863179752676453
dMRI_weighted_mean_FA_corticospinal_tract_left,25496.0,primary,dMRI_weighted_mean,FA,corticospinal tract (left),A,G,36330,0.012840982706132568,0.007138631969995677,1.798801613545059,0.07205837197297929,0.025681965412265136,ok,1.0,0.8863179752676453
dMRI_TBSS_L1_uncinate_fasciculus_right,25244.0,primary,dMRI_TBSS,L1,uncinate fasciculus (right),A,G,36338,0.01291108884157444,0.0072403735636511115,1.7832075552554432,0.07456087470208941,0.02582217768314888,ok,1.0,0.8991164302310782
dMRI_weighted_mean_MD_superior_thalamic_radiation_left,25538.0,primary,dMRI_weighted_mean,MD,superior thalamic radiation (left),A,G,36326,0.011743235622300363,0.006678310950694337,1.7584140224976244,0.07868551607139636,0.023486471244600727,ok,1.0,0.8995123476792688
dMRI_TBSS_FA_corticospinal_tract_right,25062.0,primary,dMRI_TBSS,FA,corticospinal tract (right),A,G,36346,0.012241775190869502,0.006981102277933773,1.753559066103921,0.07951452608641921,0.024483550381739005,ok,1.0,0.8995123476792688
dMRI_weighted_mean_ISOVF_inferior_fronto_occipital_fasciculus_lef,25716.0,primary,dMRI_weighted_mean,ISOVF,inferior fronto-occipital fasciculus (left),A,G,36335,0.01251503388919833,0.007157872641819414,1.7484292492269342,0.08039817903608411,0.02503006777839666,ok,1.0,0.8995123476792688
dMRI_TBSS_MD_tapetum_right,25150.0,primary,dMRI_TBSS,MD,tapetum (right),A,G,36339,0.011903453823278096,0.006870550296479989,1.7325328117278511,0.08318723222305473,0.023806907646556193,ok,1.0,0.8995123476792688
dMRI_TBSS_ISOVF_anterior_limb_of_internal_capsule_left,25457.0,primary,dMRI_TBSS,ISOVF,anterior limb of internal capsule (left),A,G,36321,0.012121020189007908,0.007007695435241739,1.7296728005688191,0.08369725409740932,0.024242040378015816,ok,1.0,0.8995123476792688
dMRI_TBSS_L1_superior_longitudinal_fasciculus_left,25241.0,primary,dMRI_TBSS,L1,superior longitudinal fasciculus (left),A,G,36338,0.012084270833728955,0.007021736755284365,1.7209803293515193,0.08526291315233205,0.02416854166745791,ok,1.0,0.8995123476792688
dMRI_TBSS_L2_posterior_thalamic_radiation_right,25276.0,primary,dMRI_TBSS,L2,posterior thalamic radiation (right),A,G,36325,0.01163757105398595,0.006872339585443705,1.6933928990696965,0.09038928718191577,0.0232751421079719,ok,1.0,0.8995123476792688
dMRI_TBSS_OD_superior_cerebellar_peduncle_right,25404.0,primary,dMRI_TBSS,OD,superior cerebellar peduncle (right),A,G,36294,-0.011790520232744718,0.00696459027119046,-1.6929237433416682,0.09047857305467306,-0.023581040465489436,ok,1.0,0.8995123476792688
dMRI_TBSS_OD_posterior_thalamic_radiation_left,25421.0,primary,dMRI_TBSS,OD,posterior thalamic radiation (left),A,G,36315,0.012159328804978723,0.007198505702590826,1.6891462349751893,0.09120000146410137,0.024318657609957446,ok,1.0,0.8995123476792688
dMRI_TBSS_L1_inferior_cerebellar_peduncle_left,25211.0,primary,dMRI_TBSS,L1,inferior cerebellar peduncle (left),A,G,36317,0.012355723718647115,0.0073166222584333035,1.6887196416906216,0.09128176215373157,0.02471144743729423,ok,1.0,0.8995123476792688
dMRI_weighted_mean_ISOVF_inferior_fronto_occipital_fasciculus_rig,25717.0,primary,dMRI_weighted_mean,ISOVF,inferior fronto-occipital fasciculus (right),A,G,36336,0.011848265357917331,0.0070179474294893435,1.6882807226698566,0.0913659426757858,0.023696530715834663,ok,1.0,0.8995123476792688
dMRI_TBSS_ISOVF_tapetum_right,25486.0,primary,dMRI_TBSS,ISOVF,tapetum (right),A,G,36340,0.011933893496581314,0.007085653059254023,1.6842333934195917,0.09214516732324217,0.023867786993162627,ok,1.0,0.8995123476792688
dMRI_weighted_mean_L1_superior_thalamic_radiation_right,25593.0,primary,dMRI_weighted_mean,L1,superior thalamic radiation (right),A,G,36331,0.01066465587007613,0.0064149757346240914,1.6624623866486166,0.09642873303428896,0.02132931174015226,ok,1.0,0.9266198565013705
dMRI_TBSS_FA_uncinate_fasciculus_right,25100.0,primary,dMRI_TBSS,FA,uncinate fasciculus (right),A,G,36346,0.01203231778189571,0.007292320356101,1.6499985182122545,0.09895188762781351,0.02406463556379142,ok,1.0,0.9362370906323894
dMRI_weighted_mean_OD_medial_lemniscus_right,25695.0,primary,dMRI_weighted_mean,OD,medial lemniscus (right),A,G,36319,-0.011879812630533587,0.007243783784471259,-1.6400009972689602,0.10101362744988487,-0.023759625261067174,ok,1.0,0.9400842227006839
dMRI_TBSS_OD_superior_corona_radiata_right,25416.0,primary,dMRI_TBSS,OD,superior corona radiata (right),A,G,36333,-0.01164752785246425,0.00715563008115395,-1.6277431505494921,0.10358803782050215,-0.0232950557049285,ok,1.0,0.9400842227006839
dMRI_TBSS_ISOVF_posterior_thalamic_radiation_left,25469.0,primary,dMRI_TBSS,ISOVF,posterior thalamic radiation (left),A,G,36330,0.011436582035146903,0.007033282293949264,1.626066117804741,0.103944271778287,0.022873164070293807,ok,1.0,0.9400842227006839
dMRI_TBSS_OD_middle_cerebellar_peduncle,25392.0,primary,dMRI_TBSS,OD,middle cerebellar peduncle,A,G,36302,-0.01157867839680183,0.007156573851693679,-1.61790804325475,0.10569111220606683,-0.02315735679360366,ok,1.0,0.9420294783584218
dMRI_weighted_mean_FA_middle_cerebellar_peduncle,25504.0,primary,dMRI_weighted_mean,FA,middle cerebellar peduncle,A,G,36307,0.011429246725255957,0.007146359759616153,1.5993102935906276,0.10976038243111856,0.022858493450511913,ok,1.0,0.9447581889347458
dMRI_weighted_mean_L1_anterior_thalamic_radiation_left,25571.0,primary,dMRI_weighted_mean,L1,anterior thalamic radiation (left),A,G,36332,0.010004649909296018,0.0062634691356825995,1.597301701751852,0.11020717592268613,0.020009299818592036,ok,1.0,0.9447581889347458
dMRI_weighted_mean_ISOVF_middle_cerebellar_peduncle,25720.0,primary,dMRI_weighted_mean,ISOVF,middle cerebellar peduncle,A,G,36341,0.011319018742094086,0.00710800147028472,1.5924333709571796,0.1112960679830778,0.022638037484188172,ok,1.0,0.9447581889347458
dMRI_weighted_mean_ISOVF_anterior_thalamic_radiation_left,25706.0,primary,dMRI_weighted_mean,ISOVF,anterior thalamic radiation (left),A,G,36331,0.010912754804587078,0.0068937411912562445,1.582994560113222,0.11343141624647535,0.021825509609174155,ok,1.0,0.9447581889347458
dMRI_TBSS_FA_inferior_cerebellar_peduncle_right,25066.0,primary,dMRI_TBSS,FA,inferior cerebellar peduncle (right),A,G,36304,0.011197878039340569,0.007151987938273376,1.565701471532955,0.11742724520150803,0.022395756078681137,ok,1.0,0.9447581889347458
dMRI_weighted_mean_FA_acoustic_radiation_right,25489.0,primary,dMRI_weighted_mean,FA,acoustic radiation (right),A,G,36333,0.011203071546814741,0.0071873626443333,1.5587180028612482,0.11907185632840869,0.022406143093629483,ok,1.0,0.9447581889347458
dMRI_TBSS_MD_fornix,25109.0,primary,dMRI_TBSS,MD,fornix,A,G,36351,0.009561213382358354,0.006141630106456476,1.5567875656182864,0.1195296436034702,0.019122426764716708,ok,1.0,0.9447581889347458
dMRI_weighted_mean_L1_forceps_major,25579.0,primary,dMRI_weighted_mean,L1,forceps major,A,G,36337,0.011259571071837553,0.007235016938568828,1.5562604991032445,0.11965487696435716,0.022519142143675105,ok,1.0,0.9447581889347458
dMRI_TBSS_ISOVF_fornix_cres_stria_terminalis_left,25479.0,primary,dMRI_TBSS,ISOVF,fornix cres+stria terminalis (left),A,G,36307,0.010256996085876094,0.006596987086258753,1.5548000855179762,0.12000241264199656,0.020513992171752187,ok,1.0,0.9447581889347458
dMRI_weighted_mean_OD_superior_thalamic_radiation_left,25700.0,primary,dMRI_weighted_mean,OD,superior thalamic radiation (left),A,G,36336,-0.010197162309877324,0.006582508963918944,-1.5491300301711053,0.12135918199324378,-0.02039432461975465,ok,1.0,0.9447581889347458
dMRI_TBSS_L3_inferior_cerebellar_peduncle_right,25306.0,primary,dMRI_TBSS,L3,inferior cerebellar peduncle (right),A,G,36295,-0.010854499722734345,0.007063301414745572,-1.5367459330100435,0.12436426279666796,-0.02170899944546869,ok,1.0,0.9560502702493849
dMRI_TBSS_MD_superior_fronto_occipital_fasciculus_rig,25146.0,primary,dMRI_TBSS,MD,superior fronto-occipital fasciculus (right),A,G,36269,0.00975976251205832,0.006447658846245365,1.5136908984788604,0.13011297578316264,0.01951952502411664,ok,1.0,0.9595996801480065
dMRI_weighted_mean_FA_parahippocampal_part_of_cingulum_left,25494.0,primary,dMRI_weighted_mean,FA,parahippocampal part of cingulum (left),A,G,36337,0.010876592774862508,0.0071934996564887495,1.512002960207484,0.13054181349888133,0.021753185549725017,ok,1.0,0.9595996801480065
dMRI_weighted_mean_ICVF_parahippocampal_part_of_cingulum_left,25656.0,primary,dMRI_weighted_mean,ICVF,parahippocampal part of cingulum (left),A,G,36313,0.010812148114811947,0.007185196729456333,1.504781082818041,0.132389073867607,0.021624296229623894,ok,1.0,0.9595996801480065
dMRI_TBSS_OD_medial_lemniscus_right,25400.0,primary,dMRI_TBSS,OD,medial lemniscus (right),A,G,36276,-0.010901039884914072,0.007278874582025369,-1.4976271073324119,0.13423886830046522,-0.021802079769828144,ok,1.0,0.9595996801480065
dMRI_weighted_mean_L1_superior_longitudinal_fasciculus_right,25591.0,primary,dMRI_weighted_mean,L1,superior longitudinal fasciculus (right),A,G,36337,0.009978152525790632,0.006670476885783603,1.4958679411747133,0.13469676439881823,0.019956305051581264,ok,1.0,0.9595996801480065
dMRI_TBSS_L1_superior_corona_radiata_right,25224.0,primary,dMRI_TBSS,L1,superior corona radiata (right),A,G,36317,0.010049035064680634,0.006725134266431839,1.4942504739035285,0.13511886034112777,0.020098070129361267,ok,1.0,0.9595996801480065
dMRI_weighted_mean_L3_superior_longitudinal_fasciculus_right,25645.0,primary,dMRI_weighted_mean,L3,superior longitudinal fasciculus (right),A,G,36321,0.010424483089747466,0.0070210486597215216,1.4847473069871782,0.13761946091252694,0.020848966179494933,ok,1.0,0.9595996801480065
dMRI_TBSS_OD_superior_longitudinal_fasciculus_left,25433.0,primary,dMRI_TBSS,OD,superior longitudinal fasciculus (left),A,G,36327,-0.010841564725113242,0.007344605657981906,-1.4761261843011193,0.13991869614044636,-0.021683129450226483,ok,1.0,0.9595996801480065
dMRI_weighted_mean_ISOVF_uncinate_fasciculus_left,25729.0,primary,dMRI_weighted_mean,ISOVF,uncinate fasciculus (left),A,G,36319,0.010556190917022347,0.007205633488128969,1.4649913757636028,0.14293193448593852,0.021112381834044694,ok,1.0,0.9595996801480065
dMRI_TBSS_OD_tapetum_right,25438.0,primary,dMRI_TBSS,OD,tapetum (right),A,G,36303,-0.010659724785143621,0.007341311239817005,-1.4520191879794668,0.14650491965850698,-0.021319449570287242,ok,1.0,0.9595996801480065
dMRI_TBSS_L3_fornix,25301.0,primary,dMRI_TBSS,L3,fornix,A,G,36352,0.008921817901920613,0.0061540250621796135,1.4497532609593746,0.14713597202412224,0.017843635803841226,ok,1.0,0.9595996801480065
dMRI_weighted_mean_OD_corticospinal_tract_left,25685.0,primary,dMRI_weighted_mean,OD,corticospinal tract (left),A,G,36328,-0.010086372686128796,0.006990755179069542,-1.44281589438686,0.14908096995247605,-0.02017274537225759,ok,1.0,0.9595996801480065
dMRI_TBSS_ISOVF_anterior_limb_of_internal_capsule_right,25456.0,primary,dMRI_TBSS,ISOVF,anterior limb of internal capsule (right),A,G,36332,0.010161036548310326,0.007067254196384767,1.4377629933713398,0.1505099329387602,0.020322073096620652,ok,1.0,0.9595996801480065
dMRI_TBSS_L2_corticospinal_tract_left,25255.0,primary,dMRI_TBSS,L2,corticospinal tract (left),A,G,36344,-0.01055709814421573,0.007345014909728573,-1.4373147330487661,0.15063720098768668,-0.02111419628843146,ok,1.0,0.9595996801480065
dMRI_TBSS_ISOVF_sagittal_stratum_right,25470.0,primary,dMRI_TBSS,ISOVF,sagittal stratum (right),A,G,36341,0.010093984596726504,0.007030378530866085,1.4357668726385076,0.1510773038715973,0.020187969193453007,ok,1.0,0.9595996801480065
dMRI_weighted_mean_ISOVF_uncinate_fasciculus_right,25730.0,primary,dMRI_weighted_mean,ISOVF,uncinate fasciculus (right),A,G,36312,0.010324140406590196,0.007206208822420871,1.4326729437077121,0.15195994127582937,0.020648280813180393,ok,1.0,0.9595996801480065
dMRI_TBSS_RD_fornix,,primary,dMRI_TBSS,RD,fornix,A,G,36352,0.008817185236245972,0.006158725573009817,1.4316574316749342,0.1522504894920593,0.017634370472491945,ok,1.0,0.9595996801480065
dMRI_TBSS_ICVF_medial_lemniscus_right,25352.0,primary,dMRI_TBSS,ICVF,medial lemniscus (right),A,G,36316,-0.009748971166455591,0.006890338338134498,-1.4148755384768297,0.15711357289986558,-0.019497942332911182,ok,1.0,0.9595996801480065
dMRI_weighted_mean_L2_inferior_longitudinal_fasciculus_right,25611.0,primary,dMRI_weighted_mean,L2,inferior longitudinal fasciculus (right),A,G,36332,0.009765920997052506,0.0069103810289981756,1.4132246769131207,0.15759824752988438,0.01953184199410501,ok,1.0,0.9595996801480065
dMRI_weighted_mean_ISOVF_superior_longitudinal_fasciculus_right,25726.0,primary,dMRI_weighted_mean,ISOVF,superior longitudinal fasciculus (right),A,G,36338,0.009706684533276824,0.006871446704210793,1.4126114850499545,0.15777856211011881,0.019413369066553648,ok,1.0,0.9595996801480065
dMRI_TBSS_L2_fornix,25253.0,primary,dMRI_TBSS,L2,fornix,A,G,36352,0.008706736576490683,0.006168051795976649,1.411586164397969,0.1580804150388418,0.017413473152981366,ok,1.0,0.9595996801480065
dMRI_weighted_mean_L2_posterior_thalamic_radiation_right,25616.0,primary,dMRI_weighted_mean,L2,posterior thalamic radiation (right),A,G,36307,0.009410461311804253,0.0066837823370675875,1.4079544840373954,0.159153117683084,0.018820922623608505,ok,1.0,0.9595996801480065
dMRI_TBSS_FA_posterior_limb_of_internal_capsule_left,25075.0,primary,dMRI_TBSS,FA,posterior limb of internal capsule (left),A,G,36344,0.010052294258877994,0.00719344188462702,1.3974248239025295,0.16229439633133697,0.020104588517755987,ok,1.0,0.9629624964351323
dMRI_TBSS_L3_superior_fronto_occipital_fasciculus_lef,25339.0,primary,dMRI_TBSS,L3,superior fronto-occipital fasciculus (left),A,G,36300,0.009080172500570183,0.00653356906226248,1.3897721772035347,0.1646065997460695,0.018160345001140367,ok,1.0,0.9629624964351323
dMRI_TBSS_L2_uncinate_fasciculus_right,25292.0,primary,dMRI_TBSS,L2,uncinate fasciculus (right),A,G,36333,-0.009831246304404696,0.007182090321622612,-1.3688558433756337,0.17105281089077465,-0.019662492608809392,ok,1.0,0.9629624964351323
dMRI_TBSS_FA_posterior_limb_of_internal_capsule_right,25074.0,primary,dMRI_TBSS,FA,posterior limb of internal capsule (right),A,G,36343,0.009864445086424287,0.007251733637165623,1.3602878401198222,0.1737472992077458,0.019728890172848575,ok,1.0,0.9629624964351323
dMRI_TBSS_L3_superior_longitudinal_fasciculus_right,25336.0,primary,dMRI_TBSS,L3,superior longitudinal fasciculus (right),A,G,36319,0.009577299494278166,0.007044834726516283,1.3594782370450589,0.17400354184920316,0.019154598988556332,ok,1.0,0.9629624964351323
dMRI_TBSS_ISOVF_middle_cerebellar_peduncle,25440.0,primary,dMRI_TBSS,ISOVF,middle cerebellar peduncle,A,G,36333,0.009884120683989176,0.0072848889748858775,1.356797710722011,0.17485393202338093,0.01976824136797835,ok,1.0,0.9629624964351323
dMRI_weighted_mean_MD_superior_longitudinal_fasciculus_right,25537.0,primary,dMRI_weighted_mean,MD,superior longitudinal fasciculus (right),A,G,36322,0.009318343891583366,0.006872605846090322,1.3558676432585424,0.17514972102317108,0.018636687783166732,ok,1.0,0.9629624964351323
dMRI_weighted_mean_RD_peduncle,,primary,dMRI_weighted_mean,RD,peduncle,A,G,36294,0.009694823179152559,0.007166021347961089,1.3528878450677484,0.17609989788898123,0.019389646358305118,ok,1.0,0.9629624964351323
dMRI_weighted_mean_L2_middle_cerebellar_peduncle,25612.0,primary,dMRI_weighted_mean,L2,middle cerebellar peduncle,A,G,36294,0.009662978568458843,0.007164321453204819,1.348763959235288,0.17742121718689616,0.019325957136917687,ok,1.0,0.9629624964351323
dMRI_TBSS_L3_posterior_thalamic_radiation_right,25324.0,primary,dMRI_TBSS,L3,posterior thalamic radiation (right),A,G,36322,0.009140327602988744,0.006796330390928066,1.3448915925555227,0.17866865047232033,0.01828065520597749,ok,1.0,0.9629624964351323
dMRI_weighted_mean_ICVF_parahippocampal_part_of_cingulum_right,25657.0,primary,dMRI_weighted_mean,ICVF,parahippocampal part of cingulum (right),A,G,36314,0.009697297278916961,0.007224658786843736,1.3422498646684815,0.17952339195956435,0.019394594557833923,ok,1.0,0.9629624964351323
dMRI_TBSS_FA_superior_cerebellar_peduncle_right,25068.0,primary,dMRI_TBSS,FA,superior cerebellar peduncle (right),A,G,36321,-0.0094252042368155,0.0070532916732523165,-1.3362844858037015,0.18146468416237901,-0.018850408473631,ok,1.0,0.9629624964351323
dMRI_weighted_mean_L1_acoustic_radiation_right,25570.0,primary,dMRI_weighted_mean,L1,acoustic radiation (right),A,G,36329,0.009693532640605785,0.00725444046407709,1.3362205794653241,0.18148556316119285,0.01938706528121157,ok,1.0,0.9629624964351323
dMRI_TBSS_L1_superior_corona_radiata_left,25225.0,primary,dMRI_TBSS,L1,superior corona radiata (left),A,G,36318,0.008785402682888379,0.006654456024068487,1.3202285282391943,0.18676705753583175,0.017570805365776758,ok,1.0,0.9629624964351323
dMRI_TBSS_OD_anterior_corona_radiata_left,25415.0,primary,dMRI_TBSS,OD,anterior corona radiata (left),A,G,36333,0.00960491910193765,0.007291322621778755,1.3173082032124483,0.18774365111177838,0.0192098382038753,ok,1.0,0.9629624964351323
dMRI_weighted_mean_ISOVF_posterior_thalamic_radiation_left,25723.0,primary,dMRI_weighted_mean,ISOVF,posterior thalamic radiation (left),A,G,36311,0.008999060862761452,0.00683279721826712,1.3170390654508144,0.1878338488789105,0.017998121725522905,ok,1.0,0.9629624964351323
dMRI_TBSS_L1_anterior_limb_of_internal_capsule_right,25216.0,primary,dMRI_TBSS,L1,anterior limb of internal capsule (right),A,G,36328,0.008541691994975615,0.006488676557250974,1.3163997187424044,0.18804822934741988,0.01708338398995123,ok,1.0,0.9629624964351323
dMRI_TBSS_FA_inferior_cerebellar_peduncle_left,25067.0,primary,dMRI_TBSS,FA,inferior cerebellar peduncle (left),A,G,36305,0.009394239165579354,0.007179962493493621,1.3083966906640918,0.1907470848534378,0.01878847833115871,ok,1.0,0.9629624964351323
dMRI_weighted_mean_MD_posterior_thalamic_radiation_right,25535.0,primary,dMRI_weighted_mean,MD,posterior thalamic radiation (right),A,G,36314,0.008560065811766784,0.00660083664161913,1.2968152791109024,0.19470299923467604,0.01712013162353357,ok,1.0,0.9629624964351323
