phenotype,variant,effect_allele,other_allele,engine,model,contrast,exposure,n,n_case,n_ctrl,converged,beta,se,OR,OR_lo95,OR_hi95,raw_p,status
MS_G35,rs2546890,A,G,OLS-equivalent_logistic,additive_dosage,per-A-allele OR,dosage_A,399161,4101,395060,True,0.04696044157879928,0.022242795420072816,1.0480805478478266,1.003371032834028,1.0947822877389202,0.03474951704056523,ok
MS_G35,rs2546890,A,G,OLS-equivalent_logistic,dominant_A,AA|AG_vs_GG,dominant_A,399161,4101,395060,True,0.08564962033154751,0.038097291640382544,1.0894245492128614,1.011040805561476,1.1738852100717516,0.02456462877389436,ok
MS_G35,rs2546890,A,G,OLS-equivalent_logistic,recessive_A,AA_vs_AG|GG,recessive_A,399161,4101,395060,True,0.04297000584362203,0.03505987678786359,1.04390658328373,0.9745825144778995,1.1181618164028972,0.22034257073918362,ok
MS_G35,rs2546890,A,G,OLS-equivalent_logistic,pairwise_AA_vs_GG,AA_vs_GG,geno_indicator,200287,2031,198256,True,0.09926742501335102,0.04501216199983274,1.10436159398658,1.0111064321454244,1.2062177546281958,0.02742977189642022,ok
MS_G35,rs2546890,A,G,OLS-equivalent_logistic,pairwise_AG_vs_GG,AG_vs_GG,geno_indicator,291325,2960,288365,True,0.0780658046858277,0.04030886776648417,1.0811938039477988,0.9990623155070492,1.170077204945744,0.052783177359955094,ok
MS_G35,rs2546890,A,G,OLS-equivalent_logistic,pairwise_AA_vs_AG,AA_vs_AG,geno_indicator,306710,3211,303499,True,0.018772678264090886,0.037096414434819015,1.0189499928070356,0.9474937314003699,1.0957952052167559,0.6128208355129556,ok
