column_name,field_id,field_id_base,family,analysis_tier,confirmatory_role,panel,modality,metric,region,source,effect_allele,other_allele,model,contrast,n,beta,se,stat,p,vcov_type,status,raw_p,minus_log10_raw_p,n_tests_in_family,raw_p_rank_within_family,raw_p_lt_0_05,raw_p_lt_0_01,raw_p_lt_0_001
T1_GWC_GWC_grey_white_contrast_in_transversetemporal_ri,27057.0,27057.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in transversetemporal (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,-0.00385244080126507,0.011641681002150205,-0.3309179147370151,0.7407086846670536,nonrobust,ok,0.7407086846670536,0.13035256329917183,1020,766.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_transversetemporal_ri,27057.0,27057.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in transversetemporal (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,-0.00385244080126507,0.011752606597763143,-0.3277945849049605,0.743066981941537,HC3,ok,0.743066981941537,0.12897203606925087,1020,767.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_precentral_left_hemis,27012.0,27012.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in precentral (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,-0.003067053834651512,0.009461698402649142,-0.3241546817633481,0.7458230762111415,nonrobust,ok,0.7458230762111415,0.12736418343633796,1020,769.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_precentral_left_hemis,27012.0,27012.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in precentral (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,-0.003067053834651512,0.009591477102908677,-0.3197686656335142,0.7491437026161419,HC3,ok,0.7491437026161419,0.12543486685715127,1020,772.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_rostralanteriorcingul_f27014,27014.0,27014.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in rostralanteriorcingulate (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32144,-0.0032277939153476033,0.010125282151762453,-0.31878557722816236,0.7498912237271924,nonrobust,ok,0.7498912237271924,0.1250017290898584,1020,773.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_rostralanteriorcingul_f27014,27014.0,27014.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in rostralanteriorcingulate (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32144,-0.0032277939153476033,0.010199191853247329,-0.316475458231517,0.7516416501348521,HC3,ok,0.7516416501348521,0.12398916268198613,1020,774.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_medialorbitofrontal_r,27037.0,27037.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in medialorbitofrontal (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.0029417486352030005,0.009573804765890592,0.30727058960757364,0.75863944532893,nonrobust,ok,0.75863944532893,0.11996457997843704,1020,785.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_medialorbitofrontal_r,27037.0,27037.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in medialorbitofrontal (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.0029417486352030005,0.009668795919936735,0.30425180752209413,0.7609360577434392,HC3,ok,0.7609360577434392,0.11865183591788127,1020,788.0,False,False,False
SWI_T2star_T2star_median_t2star_in_hippocampus_right,25035.0,25035.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_T2star,T2star,Median T2star in hippocampus (right),basket,A,G,recessive_A,AA_vs_AG/GG,32540,0.0032330085884169483,0.010791130822859542,0.2995986835381756,0.7644852354582821,nonrobust,ok,0.7644852354582821,0.1166308977217915,1020,794.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_postcentral_right_hem,27045.0,27045.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in postcentral (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,-0.0029284643230596797,0.009832096978382361,-0.2978473798110857,0.7658216097742522,nonrobust,ok,0.7658216097742522,0.11587238299577478,1020,795.0,False,False,False
SWI_T2star_T2star_median_t2star_in_hippocampus_right,25035.0,25035.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_T2star,T2star,Median T2star in hippocampus (right),basket,A,G,recessive_A,AA_vs_AG/GG,32540,0.0032330085884169483,0.010908680648055604,0.2963702662790123,0.7669473299455716,HC3,ok,0.7669473299455716,0.11523446017022085,1020,797.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_postcentral_right_hem,27045.0,27045.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in postcentral (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,-0.0029284643230596797,0.009954572839173776,-0.2941828213396991,0.7686182067396384,HC3,ok,0.7686182067396384,0.11428933234511837,1020,800.0,False,False,False
SWI_T2star_T2star_median_t2star_in_amygdala_left,25036.0,25036.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_T2star,T2star,Median T2star in amygdala (left),basket,A,G,recessive_A,AA_vs_AG/GG,32546,-0.003118140593924502,0.011337063348169977,-0.2750395316815294,0.7832876435671993,nonrobust,ok,0.7832876435671993,0.10607872443774334,1020,812.0,False,False,False
SWI_T2star_T2star_median_t2star_in_amygdala_left,25036.0,25036.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_T2star,T2star,Median T2star in amygdala (left),basket,A,G,recessive_A,AA_vs_AG/GG,32546,-0.003118140593924502,0.01143756282224449,-0.2726228167997597,0.7851431708298882,HC3,ok,0.7851431708298882,0.10505114244972864,1020,813.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_paracentral_right_hem,27040.0,27040.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in paracentral (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.0020452141787604366,0.00961774262250364,0.21265012581798923,0.8316012429729729,nonrobust,ok,0.8316012429729729,0.08008487021129972,1020,862.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_paracentral_right_hem,27040.0,27040.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in paracentral (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.0020452141787604366,0.009776711337025807,0.20919244807964385,0.8342980075682924,HC3,ok,0.8342980075682924,0.07867879357682699,1020,867.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_pericalcarine_left_he,27009.0,27009.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in pericalcarine (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32144,-0.0021779590311806615,0.011252963322109332,-0.19354537723423504,0.8465331164490294,nonrobust,ok,0.8465331164490294,0.07235604758487255,1020,878.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_pericalcarine_left_he,27009.0,27009.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in pericalcarine (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32144,-0.0021779590311806615,0.01132678537167321,-0.1922839499217005,0.8475197899225246,HC3,ok,0.8475197899225246,0.07185015205844404,1020,879.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_lateraloccipital_righ,27034.0,27034.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in lateraloccipital (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.001865600661383138,0.010300362218592218,0.18111990838688344,0.8562746204579083,nonrobust,ok,0.8562746204579083,0.06738692805392513,1020,884.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_lateraloccipital_righ,27034.0,27034.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in lateraloccipital (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.001865600661383138,0.010393032480584612,0.17950493899333964,0.8575412395618677,HC3,ok,0.8575412395618677,0.06674498535691735,1020,885.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_lingual_left_hemisphe,27001.0,27001.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in lingual (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.001636051678789572,0.010608596133163785,0.15421943283099182,0.8774377055683011,nonrobust,ok,0.8774377055683011,0.05678370687157732,1020,904.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_lingual_left_hemisphe,27001.0,27001.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in lingual (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.001636051678789572,0.010667124875608655,0.1533732564180018,0.8781039336304364,HC3,ok,0.8781039336304364,0.05645407733901126,1020,905.0,False,False,False
SWI_T2star_T2star_median_t2star_in_accumbens_right,25039.0,25039.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_T2star,T2star,Median T2star in accumbens (right),basket,A,G,recessive_A,AA_vs_AG/GG,32547,0.0017929139653512583,0.012092157786022935,0.14827080468827897,0.882129989726543,nonrobust,ok,0.882129989726543,0.0544674129846766,1020,909.0,False,False,False
SWI_deep_gm_QSM_f24477,24477.0,24477.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_deep_gm,QSM,,basket,A,G,recessive_A,AA_vs_AG/GG,32537,-0.0017760820517481227,0.012042598039700246,-0.14748329603736665,0.8827514931884505,nonrobust,ok,0.8827514931884505,0.05416153914809266,1020,910.0,False,False,False
SWI_T2star_T2star_median_t2star_in_accumbens_right,25039.0,25039.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_T2star,T2star,Median T2star in accumbens (right),basket,A,G,recessive_A,AA_vs_AG/GG,32547,0.0017929139653512583,0.012239273646686635,0.14648859214260876,0.8835356949252132,HC3,ok,0.8835356949252132,0.053775900264852086,1020,911.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_posteriorcingulate_ri,27046.0,27046.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in posteriorcingulate (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.001089741226373607,0.009507901798547512,0.1146142702630861,0.908751596709711,nonrobust,ok,0.908751596709711,0.04155481306098557,1020,927.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_posteriorcingulate_ri,27046.0,27046.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in posteriorcingulate (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,0.001089741226373607,0.009568695933762562,0.11388607537715993,0.9093281039836546,HC3,ok,0.9093281039836546,0.04127938626187763,1020,928.0,False,False,False
SWI_deep_gm_QSM_f24478,24478.0,24478.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_deep_gm,QSM,,basket,A,G,recessive_A,AA_vs_AG/GG,32536,0.0009288643656965835,0.012169672321686208,0.07632616073329752,0.9391600907898594,nonrobust,ok,0.9391600907898594,0.02726037086434979,1020,947.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_parahippocampal_right,27039.0,27039.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in parahippocampal (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32143,-0.0006948303630349432,0.011102243601251532,-0.0625846799971689,0.950097625107496,nonrobust,ok,0.950097625107496,0.022231767482574317,1020,955.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_parahippocampal_right,27039.0,27039.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in parahippocampal (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32143,-0.0006948303630349432,0.011256948273793747,-0.06172457633588963,0.950782168196245,HC3,ok,0.950782168196245,0.02191897200758685,1020,956.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_parahippocampal_left_,27004.0,27004.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in parahippocampal (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32144,-0.0004545562093638696,0.011123167241582244,-0.04086571742485193,0.9674032064247581,nonrobust,ok,0.9674032064247581,0.014392477491008556,1020,968.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_parahippocampal_left_,27004.0,27004.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in parahippocampal (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32144,-0.0004545562093638696,0.011235552287566368,-0.04045695286976649,0.9677288255564631,HC3,ok,0.9677288255564631,0.014246322509230382,1020,970.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_posteriorcingulate_le,27011.0,27011.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in posteriorcingulate (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32144,-0.0003603606248654156,0.009555329971058025,-0.0377130487337335,0.9699167103464705,nonrobust,ok,0.9699167103464705,0.013265558300757416,1020,973.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_posteriorcingulate_le,27011.0,27011.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in posteriorcingulate (left hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32144,-0.0003603606248654156,0.009637637442227847,-0.037390971285812785,0.9701732715084734,HC3,ok,0.9701732715084734,0.013150694455657272,1020,974.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_precentral_right_hemi,27047.0,27047.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in precentral (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,-0.000275437187759026,0.009376676871612609,-0.029374712547992076,0.9765659261427377,nonrobust,ok,0.9765659261427377,0.01029843297668228,1020,980.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_precentral_right_hemi,27047.0,27047.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in precentral (right hemisphere),basket,A,G,recessive_A,AA_vs_AG/GG,32145,-0.000275437187759026,0.009563086976369602,-0.028802120951072766,0.9770224093086807,HC3,ok,0.9770224093086807,0.01009547504530932,1020,981.0,False,False,False
SWI_deep_gm_QSM_f24481,24481.0,24481.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_deep_gm,QSM,,basket,A,G,recessive_A,AA_vs_AG/GG,32537,0.025322823157313958,inf,0.0,1.0,HC3,ok,1.0,-0.0,1020,1002.0,False,False,False
SWI_deep_gm_QSM_f24477,24477.0,24477.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_deep_gm,QSM,,basket,A,G,recessive_A,AA_vs_AG/GG,32537,-0.0017760820517481227,inf,-0.0,1.0,HC3,ok,1.0,-0.0,1020,1002.0,False,False,False
SWI_deep_gm_QSM_f24482,24482.0,24482.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_deep_gm,QSM,,basket,A,G,recessive_A,AA_vs_AG/GG,32537,0.029965822811500106,inf,0.0,1.0,HC3,ok,1.0,-0.0,1020,1002.0,False,False,False
SWI_deep_gm_QSM_f24478,24478.0,24478.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_deep_gm,QSM,,basket,A,G,recessive_A,AA_vs_AG/GG,32536,0.0009288643656965835,inf,0.0,1.0,HC3,ok,1.0,-0.0,1020,1002.0,False,False,False
SWI_T2star_T2star_median_t2star_in_caudate_right,25029.0,25029.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_T2star,T2star,Median T2star in caudate (right),basket,A,G,recessive_A,AA_vs_AG/GG,32545,-0.013923160964625392,inf,-0.0,1.0,HC3,ok,1.0,-0.0,1020,1002.0,False,False,False
SWI_T2star_T2star_median_t2star_in_pallidum_right,25033.0,25033.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_T2star,T2star,Median T2star in pallidum (right),basket,A,G,recessive_A,AA_vs_AG/GG,32543,-0.03278280394630374,inf,-0.0,1.0,HC3,ok,1.0,-0.0,1020,1002.0,False,False,False
SWI_T2star_T2star_median_t2star_in_accumbens_left,25038.0,25038.0,exploratory_context,exploratory_context,exploratory,exploratory,SWI_T2star,T2star,Median T2star in accumbens (left),basket,A,G,recessive_A,AA_vs_AG/GG,32542,0.007779039077427479,inf,0.0,1.0,HC3,ok,1.0,-0.0,1020,1002.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,additive_dosage,per_A_allele,32568,0.005069697276527287,0.006147943499469731,0.8246167644456323,0.4095953453762051,nonrobust,ok,0.4095953453762051,0.38764498730789804,20,8.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,additive_dosage,per_A_allele,32568,0.005069697276527287,0.006166185452644578,0.8221772302279645,0.4109760358971014,HC3,ok,0.4109760358971014,0.3861835011922468,20,9.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,additive_dosage,per_A_allele,32568,0.0021897289301233635,0.0032080544051680355,0.6825722551948639,0.49488211036675156,nonrobust,ok,0.49488211036675156,0.3054982453390356,20,12.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,additive_dosage,per_A_allele,32568,0.0021897289301233635,0.003221003939745437,0.6798280818918907,0.496613323377196,HC3,ok,0.496613323377196,0.3039816331673235,20,13.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,dominant_A,AA/AG_vs_GG,32568,0.014098487773093103,0.010323683038722921,1.3656451597953303,0.17205996082112562,nonrobust,ok,0.17205996082112562,0.7643201803262232,20,2.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,dominant_A,AA/AG_vs_GG,32568,0.014098487773093103,0.010379363148924719,1.3583191541528903,0.17436243502228665,HC3,ok,0.17436243502228665,0.7585470745628298,20,3.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,dominant_A,AA/AG_vs_GG,32568,0.006420173044626471,0.005387013740698554,1.1917870184964376,0.23335360317456338,nonrobust,ok,0.23335360317456338,0.6319854888574671,20,5.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,dominant_A,AA/AG_vs_GG,32568,0.006420173044626471,0.005425483971662978,1.1833364688124972,0.2366758249726978,HC3,ok,0.2366758249726978,0.6258461004027647,20,6.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,genotype_pairwise,AG_vs_GG,30160,0.008233891745077299,0.005934828091636757,1.3873850460269166,0.16533482606415706,nonrobust,ok,0.16533482606415706,0.7816356571699902,20,1.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,genotype_pairwise,AG_vs_GG,30160,0.014554141692703738,0.011375828190506986,1.2793918340687513,0.2007691351543863,nonrobust,ok,0.2007691351543863,0.6973030517981037,20,4.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,genotype_pairwise,AA_vs_GG,30160,0.004745740091280286,0.006674502178992037,0.7110253265355849,0.47707414341059007,nonrobust,ok,0.47707414341059007,0.32141412080934545,20,11.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,genotype_pairwise,AA_vs_AG,30160,-0.007307511289606697,0.010779524557876308,-0.6779066414638201,0.4978361868970035,nonrobust,ok,0.4978361868970035,0.3029135384255067,20,14.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,genotype_pairwise,AA_vs_AG,30160,-0.003488151653797012,0.0056237334187201225,-0.6202555125009576,0.5350943534265541,nonrobust,ok,0.5350943534265541,0.2715696318861974,20,15.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,genotype_pairwise,AA_vs_GG,30160,0.007246630403097041,0.012793629212676632,0.566424919984134,0.5711092522057818,nonrobust,ok,0.5711092522057818,0.24328080402824503,20,16.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,genotypic_global,AA/AG/GG_2df,30160,,,1.9525034366445186,0.3767205103521889,nonrobust,ok,0.3767205103521889,0.423980734215925,20,7.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,genotypic_global,AA/AG/GG_2df,30160,,,1.707478537449395,0.4258196970259812,nonrobust,ok,0.4258196970259812,0.3707742533912535,20,10.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,recessive_A,AA_vs_AG/GG,32568,-0.00021937772323340327,0.005092770607541092,-0.04307630171061719,0.9656409789426377,nonrobust,ok,0.9656409789426377,0.015184312348329442,20,17.0,False,False,False
WM_volume_raw,25008.0,25008.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_raw,Volume of white matter,basket,A,G,recessive_A,AA_vs_AG/GG,32568,-0.00021937772323340327,0.005111962499196854,-0.04291457992265591,0.9657696263603766,HC3,ok,0.9657696263603766,0.015126457365484963,20,18.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,recessive_A,AA_vs_AG/GG,32568,0.00017631570842779453,0.009759862972802702,0.01806538769233997,0.9855868026597259,nonrobust,ok,0.9855868026597259,0.006305120490557086,20,19.0,False,False,False
WM_volume_normalized,25007.0,25007.0,exploratory_structural,exploratory_structural,exploratory,exploratory,T1,WM_volume_normalized,Volume of white matter (normalised for head size),basket,A,G,recessive_A,AA_vs_AG/GG,32568,0.00017631570842779453,0.009799981287126482,0.01799143317338856,0.9856456876436316,HC3,ok,0.9856456876436316,0.0062791738569554,20,20.0,False,False,False
dMRI_TBSS_FA_cerebral_peduncle_left,25071.0,25071.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,FA,cerebral peduncle (left),basket,A,G,additive_dosage,per_A_allele,32560,0.02717010549308883,0.006943097640654751,3.9132541265150094,9.12489015661967e-05,nonrobust,ok,9.12489015661967e-05,4.039772354779551,510,1.0,True,True,True
dMRI_TBSS_RD_cerebral_peduncle_left,,25071.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,RD,cerebral peduncle (left),derived,A,G,additive_dosage,per_A_allele,32558,-0.02592815298302531,0.007004014175672115,-3.7018989871671995,0.0002143507819370055,nonrobust,ok,0.0002143507819370055,3.668874927873865,510,2.0,True,True,True
dMRI_TBSS_RD_cerebral_peduncle_left,,25071.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,RD,cerebral peduncle (left),derived,A,G,additive_dosage,per_A_allele,32558,-0.02592815298302531,0.0070721498178548566,-3.6662335570953597,0.0002461491300581064,HC3,ok,0.0002461491300581064,3.6088016947749613,510,3.0,True,True,True
dMRI_TBSS_FA_corticospinal_tract_left,25063.0,25063.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,FA,corticospinal tract (left),basket,A,G,additive_dosage,per_A_allele,32565,0.018584653731633975,0.0073065337001584196,2.54356641525256,0.010977381228322784,nonrobust,ok,0.010977381228322784,1.9595012531225107,510,14.0,True,False,False
dMRI_TBSS_FA_corticospinal_tract_left,25063.0,25063.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,FA,corticospinal tract (left),basket,A,G,additive_dosage,per_A_allele,32565,0.018584653731633975,0.007335063660349899,2.5336731338944434,0.011287396510150113,HC3,ok,0.011287396510150113,1.9474062185412755,510,15.0,True,False,False
dMRI_TBSS_MD_cerebral_peduncle_left,25119.0,25071.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,MD,cerebral peduncle (left),basket,A,G,additive_dosage,per_A_allele,32555,-0.016314406989130222,0.0071251817928209395,-2.2896829110476866,0.022046183951378837,nonrobust,ok,0.022046183951378837,1.656666573193124,510,19.0,True,False,False
dMRI_TBSS_FA_posterior_limb_of_internal_capsule_left,25075.0,25075.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,FA,posterior limb of internal capsule (left),basket,A,G,additive_dosage,per_A_allele,32564,0.012609313373291667,0.007186032036500527,1.7546976285722466,0.07932060999613694,nonrobust,ok,0.07932060999613694,1.100613954616286,510,42.0,False,False,False
dMRI_TBSS_FA_posterior_limb_of_internal_capsule_left,25075.0,25075.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,FA,posterior limb of internal capsule (left),basket,A,G,additive_dosage,per_A_allele,32564,0.012609313373291667,0.007217510025744008,1.747044801921401,0.08062956697641502,HC3,ok,0.08062956697641502,1.0935056725863408,510,43.0,False,False,False
dMRI_TBSS_MD_splenium_of_corpus_callosum,25108.0,25060.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,MD,splenium of corpus callosum,basket,A,G,additive_dosage,per_A_allele,32543,-0.011268525564998425,0.006529789028181481,-1.7257105116819773,0.08440916443525688,nonrobust,ok,0.08440916443525688,1.0736103987820094,510,44.0,False,False,False
dMRI_TBSS_MD_splenium_of_corpus_callosum,25108.0,25060.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,MD,splenium of corpus callosum,basket,A,G,additive_dosage,per_A_allele,32543,-0.011268525564998425,0.006605643988201627,-1.7058935639167345,0.08802789829501169,HC3,ok,0.08802789829501169,1.0553796669926958,510,45.0,False,False,False
dMRI_TBSS_FA_corticospinal_tract_right,25062.0,25062.0,primary_skeleton_tensor,primary_skeleton_tensor,primary,primary,dMRI_TBSS,FA,corticospinal tract (right),basket,A,G,additive_dosage,per_A_allele,32564,0.012194279447204234,0.007148250612239011,1.7059110135738065,0.08803435134520513,nonrobust,ok,0.08803435134520513,1.0553478313879885,510,46.0,False,False,False
