metric,modality,region,column_name,n,beta_per_A,se,t,p,aa_vs_gg_additive_2beta,aa_vs_gg_beta_genotypic,aa_vs_gg_p_genotypic,wald_p,field_id
FA,dMRI_weighted_mean,superior longitudinal fasciculus (left),dMRI_weighted_mean_FA_superior_longitudinal_fasciculus_left,32564,0.0010774342362594,0.0068735760101807,0.1567501740962201,0.875442731322816,0.0021548684725188,0.0023371724241818,0.8652406879835111,0.963600089331336,25509.0
FA,dMRI_weighted_mean,superior thalamic radiation (left),dMRI_weighted_mean_FA_superior_thalamic_radiation_left,32565,0.0003493885498078,0.006636287610545,0.0526481928318829,0.9580125464339512,0.0006987770996156,0.0008363832101453,0.9498437241526656,0.9835930197283912,25511.0
FA,dMRI_weighted_mean,posterior thalamic radiation (left),dMRI_weighted_mean_FA_posterior_thalamic_radiation_left,32560,-0.0001214884469329,0.006669122853357,-0.0182165555507426,0.985466208975585,-0.0002429768938658,-0.0002852302212838,0.9829695394591502,0.9984179996782568,25507.0
FA,dMRI_weighted_mean,superior longitudinal fasciculus (right),dMRI_weighted_mean_FA_superior_longitudinal_fasciculus_right,32560,-6.553799307345187e-05,0.006991312252486,-0.0093742048283063,0.9925206346755044,-0.0001310759861469,-6.713743477358095e-05,0.9961758548862653,0.9970172561001126,25510.0
L1,dMRI_weighted_mean,posterior thalamic radiation (left),dMRI_weighted_mean_L1_posterior_thalamic_radiation_left,32555,-0.0134166887893315,0.0060807473658979,-2.206421017353077,0.0273616120121078,-0.0268333775786631,-0.026576268173779,0.0291613435730752,0.0823085625919074,25588.0
L1,dMRI_weighted_mean,superior thalamic radiation (left),dMRI_weighted_mean_L1_superior_thalamic_radiation_left,32561,0.0103969479696746,0.0055021794106978,1.8896054078970943,0.0588197837006315,0.0207938959393492,0.0201926794936458,0.0670018487622387,0.1100888743727013,25592.0
L1,dMRI_weighted_mean,corticospinal tract (left),dMRI_weighted_mean_L1_corticospinal_tract_left,32562,0.0116529937786506,0.0069591042311169,1.674496227049646,0.0940428862865084,0.0233059875573012,0.0217366122914371,0.1189955816444038,0.0408499054388661,25577.0
L1,dMRI_weighted_mean,superior longitudinal fasciculus (right),dMRI_weighted_mean_L1_superior_longitudinal_fasciculus_right,32562,0.0096683740538283,0.0059724656865235,1.6188245460571404,0.1054948732075781,0.0193367481076567,0.0185760544464917,0.1205788663880428,0.1524143384935739,25591.0
L1,dMRI_TBSS,posterior limb of internal capsule (left),dMRI_TBSS_L1_posterior_limb_of_internal_capsule_left,32565,0.0104340497945685,0.0067609542158904,1.5432806466940885,0.1227725837964824,0.020868099589137,0.0206084152116304,0.1281795435121562,0.288568064763535,25219.0
L1,dMRI_weighted_mean,corticospinal tract (right),dMRI_weighted_mean_L1_corticospinal_tract_right,32562,0.0101624849484717,0.0068887880085028,1.475221031033056,0.1401629666506698,0.0203249698969434,0.018912177864778,0.17060384357223,0.0762803341708198,25578.0
L1,dMRI_weighted_mean,forceps major,dMRI_weighted_mean_L1_forceps_major,32562,0.0101580974471573,0.0072020196960674,1.4104512172750634,0.1584162105544687,0.0203161948943146,0.0209041550436379,0.1474322466129009,0.2922972057115008,25579.0
L1,dMRI_weighted_mean,uncinate fasciculus (left),dMRI_weighted_mean_L1_uncinate_fasciculus_left,32558,-0.0076611897065223,0.006581617939119,-1.1640283251609995,0.2444212118854945,-0.0153223794130446,-0.0156008141323163,0.236788816554228,0.4767853206881461,25594.0
