n_basket_rows,n_broad_neurodeg_cases,n_ms_cases_union,n_overlap_broad_neurodeg_ms,n_src_broad_icd,n_src_broad_alg_dementia,n_src_broad_alg_mnd,n_src_broad_alg_parkinsonism,n_src_broad_fo_dementia_ad,n_src_broad_fo_parkinsonism,n_src_broad_fo_other_degeneration,n_src_ms_icd_G35,n_src_ms_self_report_1261,n_src_ms_first_occurrence_G35,n_src_ms_first_occurrence_source_G35
502357,16104,2596,189,14729,10051,753,4869,9505,4969,4557,2190,1856,2596,2596
