r2,r2_adj,cond_number,bp_p,jb_p,n_studres_gt4,diagnostic_status,column_name,family,analysis_tier
0.2351094709676803,0.22177544256316806,2.7314356808900716e+38,1.3613924119992897e-26,0.0,53,ok,free_water_like__wm__medial_lemniscus_right,secondary_composite,secondary_composite
0.147300704042449,0.1324359407838558,2.7314356808900716e+38,4.005362181399744e-82,0.0,156,ok,free_water_like__tbss__medial_lemniscus_right,secondary_composite,secondary_composite
0.22796075536477634,0.21450210628150435,2.7314356808900716e+38,3.8081534385129536e-106,0.0,66,ok,free_water_like__tbss__middle_cerebellar_peduncle,secondary_composite,secondary_composite
0.17541230093255478,0.1610375958158804,2.7314356808900716e+38,3.307175533706548e-05,0.0,75,ok,free_water_like__wm__middle_cerebellar_peduncle,secondary_composite,secondary_composite
0.13778299525510818,0.12275231361408079,2.7314356808900716e+38,2.1331028573312893e-87,0.0,284,ok,free_water_like__wm__parahippocampal_part_of_cingulum_left,secondary_composite,secondary_composite
0.1508738366604485,0.1360713623831057,2.7314356808900716e+38,1.6062537970076508e-45,0.0,80,ok,free_water_like__tbss__pontine_crossing_tract,secondary_composite,secondary_composite
0.1396910493008351,0.12469362999719769,2.7314356808900716e+38,1.7503808621228333e-68,0.0,212,ok,free_water_like__wm__parahippocampal_part_of_cingulum_right,secondary_composite,secondary_composite
0.5669647593583595,0.5594158304859164,2.7314356808900716e+38,1.7106138403635642e-211,0.0,152,ok,free_water_like__tbss__posterior_corona_radiata_left,secondary_composite,secondary_composite
0.5840979549115164,0.5768477021338797,2.7314356808900716e+38,0.0,0.0,185,ok,free_water_like__tbss__posterior_corona_radiata_right,secondary_composite,secondary_composite
0.3534463628218373,0.3421752537729631,2.7314356808900716e+38,1.2219198277470554e-08,0.0,49,ok,free_water_like__tbss__posterior_limb_of_internal_capsule_right,secondary_composite,secondary_composite
0.32369129091810633,0.31190147368958643,2.7314356808900716e+38,6.385358105689077e-05,0.0,69,ok,free_water_like__tbss__posterior_limb_of_internal_capsule_left,secondary_composite,secondary_composite
