column_name,field_id,field_id_base,family,analysis_tier,confirmatory_role,panel,modality,metric,region,source,effect_allele,other_allele,reference,n,status,beta_AA_vs_GG,se_AA_vs_GG,p_AA_vs_GG,beta_AG_vs_GG,se_AG_vs_GG,p_AG_vs_GG,wald_df,wald_chi2,wald_p,raw_p,minus_log10_raw_p,n_tests_in_family,raw_p_rank_within_family,raw_p_lt_0_05,raw_p_lt_0_01,raw_p_lt_0_001
dMRI_weighted_mean_ICVF_superior_longitudinal_fasciculus_right,25672.0,25510.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ICVF,superior longitudinal fasciculus (right),basket,A,G,GG,32553,ok,0.0009039148932758899,0.013252991967091593,0.9456231988253745,0.007284028279414527,0.011772273151590998,0.5360891498862091,2,0.5351905555028039,0.7652174189544394,0.7652174189544394,0.11621515251080183,32,23.0,False,False,False
dMRI_weighted_mean_ICVF_uncinate_fasciculus_right,25676.0,25514.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ICVF,uncinate fasciculus (right),basket,A,G,GG,32553,ok,0.024999756473079345,0.013406795934399111,0.06223152717908238,0.004596423992015935,0.011908942468494216,0.6995258398809343,2,4.376670053058672,0.11210324224508889,0.11210324224508889,0.9503818265772968,32,4.0,False,False,False
dMRI_weighted_mean_ICVF_superior_thalamic_radiation_right,25674.0,25512.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ICVF,superior thalamic radiation (right),basket,A,G,GG,32556,ok,-0.007163536745702557,0.012887707998723226,0.5783223671645101,-0.00042196669660270235,0.011447894854465795,0.9705970519748646,2,0.4544492052840778,0.7967418118763079,0.7967418118763079,0.09868239108009652,32,27.0,False,False,False
dMRI_weighted_mean_ICVF_uncinate_fasciculus_left,25675.0,25513.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ICVF,uncinate fasciculus (left),basket,A,G,GG,32554,ok,0.013088622909217789,0.013367000889985142,0.32750129928467964,0.0034389598004041263,0.01187346283430126,0.7720980483941433,2,1.1095597716220669,0.574198636554612,0.574198636554612,0.24093784307864796,32,18.0,False,False,False
dMRI_weighted_mean_ISOVF_cingulate_gyrus_part_of_cingulum_right,25709.0,25493.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,cingulate gyrus part of cingulum (right),basket,A,G,GG,32557,ok,0.003818915430572162,0.013752892394668918,0.7812591238112018,0.004492578301241175,0.012216617122738317,0.7130671316197921,2,0.1397639546653514,0.9325038700056456,0.9325038700056456,0.030349357140069193,32,31.0,False,False,False
dMRI_weighted_mean_ISOVF_cingulate_gyrus_part_of_cingulum_left,25708.0,25492.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,cingulate gyrus part of cingulum (left),basket,A,G,GG,32560,ok,0.0033706201974066548,0.013736260115342033,0.80616284626054,0.021083319949111605,0.012201912597287111,0.0840211636348946,2,4.027490940692776,0.13348776272209117,0.13348776272209117,0.8745585457291049,32,5.0,False,False,False
dMRI_weighted_mean_ISOVF_corticospinal_tract_left,25712.0,25496.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,corticospinal tract (left),basket,A,G,GG,32559,ok,0.000439540720105573,0.014620913755995854,0.9760174226084295,-0.007013433023660404,0.012987638734189004,0.5891950499646816,2,0.4974386336370946,0.7797988190835436,0.7797988190835436,0.10801742683704169,32,25.0,False,False,False
dMRI_weighted_mean_ISOVF_parahippocampal_part_of_cingulum_right,25711.0,25495.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,parahippocampal part of cingulum (right),basket,A,G,GG,32531,ok,0.0033818945873568223,0.014434147631948302,0.8147549954409081,-0.003968914208198971,0.01282003257933341,0.7568771333042555,2,0.38110442332899475,0.8265026035258481,0.8265026035258481,0.08275577404035166,32,29.0,False,False,False
dMRI_weighted_mean_ISOVF_corticospinal_tract_right,25713.0,25497.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,corticospinal tract (right),basket,A,G,GG,32558,ok,0.009122676307639499,0.014176438865671116,0.5198980168471521,-0.005066037412759759,0.0125927734164016,0.6874680065559039,2,1.4205077394369072,0.4915193997288292,0.4915193997288292,0.3084593363691555,32,16.0,False,False,False
dMRI_weighted_mean_ISOVF_parahippocampal_part_of_cingulum_left,25710.0,25494.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,parahippocampal part of cingulum (left),basket,A,G,GG,32511,ok,0.007981971549146457,0.01444214957372881,0.5804824184319539,-0.0033981238993006494,0.012827092303398518,0.7910745651223011,2,0.8825985929660377,0.6432001702128438,0.6432001702128438,0.19165384933036225,32,19.0,False,False,False
dMRI_weighted_mean_ISOVF_forceps_major,25714.0,25498.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,forceps major,basket,A,G,GG,32564,ok,0.011311394868841326,0.014821112979316214,0.44535291485367323,0.017115947541851615,0.013165393917495959,0.1935859803024757,2,1.6916147104324655,0.42921069279681234,0.42921069279681234,0.36732946712359316,32,12.0,False,False,False
dMRI_weighted_mean_ISOVF_forceps_minor,25715.0,25499.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,forceps minor,basket,A,G,GG,32562,ok,-0.0016899142223647259,0.014551516728034238,0.9075477046426719,0.005519318493784114,0.012926140242531583,0.669390279962985,2,0.408288857503267,0.8153446034797442,0.8153446034797442,0.08865879891812595,32,28.0,False,False,False
dMRI_weighted_mean_ISOVF_posterior_thalamic_radiation_left,25723.0,25507.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,posterior thalamic radiation (left),basket,A,G,GG,32537,ok,0.00408522439415289,0.013102487812150116,0.7552021733691308,0.0003450118946854744,0.01163813927247328,0.9763504122512368,2,0.13828715856593826,0.9331926833225096,0.9331926833225096,0.030028674941633506,32,32.0,False,False,False
dMRI_weighted_mean_ISOVF_posterior_thalamic_radiation_right,25724.0,25508.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,posterior thalamic radiation (right),basket,A,G,GG,32544,ok,0.02448425520089892,0.013257117200192852,0.06477430512743043,-0.0031552165598288263,0.011777952614216316,0.7887843571888444,2,6.509244663049828,0.038595394174886236,0.038595394174886236,1.4134645192603663,32,1.0,True,False,False
dMRI_weighted_mean_ISOVF_superior_longitudinal_fasciculus_left,25725.0,25509.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,superior longitudinal fasciculus (left),basket,A,G,GG,32553,ok,0.022689862365972077,0.014091500495745335,0.10736827547290834,0.013069402112768686,0.012516520110831389,0.2964136243297167,2,2.5987854173037483,0.2726973494994277,0.2726973494994277,0.5643190831928289,32,9.0,False,False,False
dMRI_weighted_mean_ISOVF_superior_longitudinal_fasciculus_right,25726.0,25510.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,superior longitudinal fasciculus (right),basket,A,G,GG,32559,ok,0.027321215041007464,0.013264342209938162,0.039430616001396586,0.00937480135596353,0.011783199414754959,0.42626613088462684,2,4.58108433944235,0.10121157312534354,0.10121157312534354,0.9947698248766081,32,2.0,False,False,False
dMRI_weighted_mean_ISOVF_superior_thalamic_radiation_left,25727.0,25511.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,superior thalamic radiation (left),basket,A,G,GG,32557,ok,0.023076833717013055,0.012610015566810398,0.06725324595949042,0.0065721467979023935,0.011201478841497822,0.5573950051443114,2,3.795996716219857,0.14986830186491823,0.14986830186491823,0.8242902135885739,32,6.0,False,False,False
dMRI_weighted_mean_ISOVF_superior_thalamic_radiation_right,25728.0,25512.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,superior thalamic radiation (right),basket,A,G,GG,32560,ok,0.012099143514412984,0.012055575856045043,0.3155723403488082,0.0003838102585992289,0.010709377866904448,0.9714111924697518,2,1.5365988342772223,0.4638011302922249,0.4638011302922249,0.33366819731278335,32,14.0,False,False,False
dMRI_weighted_mean_ISOVF_uncinate_fasciculus_right,25730.0,25514.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,uncinate fasciculus (right),basket,A,G,GG,32543,ok,0.020713574168992076,0.014896602081884805,0.16438985099704015,0.01626383434519054,0.013233089680665194,0.21907044669049688,2,2.164154720221508,0.33889079568855796,0.33889079568855796,0.46994022648853845,32,10.0,False,False,False
WMH_volume,25781.0,25781.0,controls,controls_pathology,control,secondary,T2_FLAIR,WMH_volume,Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),basket,A,G,GG,32462,ok,0.005800618687457289,0.007854780793431517,0.46022668921787424,0.014617161231982582,0.006975185743123529,0.03612603417835077,2,4.8546694570228155,0.08827178761258495,0.08827178761258495,1.0541780783246322,3,1.0,False,False,False
dMRI_weighted_mean_ISOVF_uncinate_fasciculus_left,25729.0,25513.0,replication_mechanistic,replication_mechanistic,replication_support,primary,dMRI_weighted_mean,ISOVF,uncinate fasciculus (left),basket,A,G,GG,32547,ok,0.014436406795054757,0.014772297859478355,0.32844680290426487,0.014991825243425433,0.013122403473319978,0.25327128279576855,2,1.4303865107278149,0.4890975819312414,0.4890975819312414,0.3106044842989685,32,15.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_unknown_left_hemisphe,26989.0,26989.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in unknown (left hemisphere),basket,A,G,GG,32102,ok,-0.016021970349361557,0.015818988635405075,0.31114840987386155,0.005087681610283389,0.01405010417976862,0.7172723427548706,2,2.5522124887762776,0.2791220201984554,0.2791220201984554,0.5542059002600513,102,52.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_bankssts_left_hemisph,26990.0,26990.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in bankssts (left hemisphere),basket,A,G,GG,32145,ok,-0.012209294060291488,0.012960483720029958,0.3461793668516856,-0.031551600676514115,0.011510863884475725,0.006128171312205181,2,8.357044850803506,0.015321128961180474,0.015321128961180474,1.8147092318609734,102,7.0,True,False,False
T1_GWC_GWC_grey_white_contrast_in_cuneus_left_hemispher,26993.0,26993.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in cuneus (left hemisphere),basket,A,G,GG,32145,ok,-0.023753165135620417,0.013910192363691929,0.08771880488807965,-0.012498991861991354,0.012354348368793858,0.31168548623090986,2,2.917255633392233,0.2325551642058705,0.2325551642058705,0.6334740119417113,102,49.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_caudalmiddlefrontal_l,26992.0,26992.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in caudalmiddlefrontal (left hemisphere),basket,A,G,GG,32145,ok,0.001471270966475372,0.011604102366834934,0.8991083162352816,-0.01036821158212311,0.010306192710980912,0.31441479525491367,2,1.8828009662317755,0.3900811505712663,0.3900811505712663,0.40884503507828546,102,65.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_caudalanteriorcingula_f26991,26991.0,26991.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in caudalanteriorcingulate (left hemisphere),basket,A,G,GG,32145,ok,-0.013522585573474187,0.013616176868338822,0.32065593703629514,-0.007659525405069765,0.012093218273648882,0.5264942751524089,2,0.9875624677440227,0.6103142845802392,0.6103142845802392,0.2144464651379936,102,89.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_entorhinal_left_hemis,26994.0,26994.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in entorhinal (left hemisphere),basket,A,G,GG,32145,ok,-0.0003963476327532347,0.014289586721016951,0.9778722355688892,-0.008796116417567001,0.012691307767844466,0.48826321633486236,2,0.7280823392917051,0.6948625869074083,0.6948625869074083,0.1581010711627993,102,93.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_fusiform_left_hemisph,26995.0,26995.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in fusiform (left hemisphere),basket,A,G,GG,32145,ok,0.0056235080405129785,0.012051471095113757,0.6407719891918197,-0.015484377684657677,0.010703523601449915,0.14800161862918637,2,4.984256253244291,0.08273371128137495,0.08273371128137495,1.082317493587886,102,27.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_inferiorparietal_left,26996.0,26996.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in inferiorparietal (left hemisphere),basket,A,G,GG,32144,ok,-0.0047492860344119136,0.011964656667310685,0.6914122178113817,-0.020048934972976135,0.010626082799359643,0.0592009284911897,2,4.4613680832796465,0.10745490136335537,0.10745490136335537,0.9687737701538188,102,31.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_inferiortemporal_left,26997.0,26997.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in inferiortemporal (left hemisphere),basket,A,G,GG,32145,ok,0.0037574560977292172,0.011981016562997935,0.7538136606223059,-0.020991464490785768,0.01064094935293045,0.048537776312435554,2,7.546373302892097,0.022978721316130143,0.022978721316130143,1.6386741419140274,102,9.0,True,False,False
T1_GWC_GWC_grey_white_contrast_in_isthmuscingulate_left,26998.0,26998.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in isthmuscingulate (left hemisphere),basket,A,G,GG,32142,ok,-0.026434844934422632,0.013708227729261713,0.05381526386017157,-0.032508138242625,0.012175216558452766,0.007588430795978083,2,7.273215004513701,0.026341556223974112,0.026341556223974112,1.5793585710781177,102,11.0,True,False,False
T1_GWC_GWC_grey_white_contrast_in_lateraloccipital_left,26999.0,26999.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in lateraloccipital (left hemisphere),basket,A,G,GG,32145,ok,0.0015309645545777187,0.012613346345767232,0.9033935563008013,-0.011432353362228169,0.011202553550488954,0.3074929656730246,2,1.9202479743693341,0.38284541510710135,0.38284541510710135,0.4169765495772494,102,64.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_lateralorbitofrontal__f27000,27000.0,27000.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in lateralorbitofrontal (left hemisphere),basket,A,G,GG,32145,ok,0.0007277089714000964,0.012302301044158229,0.9528312042472824,-0.010431551928237455,0.01092629841942517,0.33972679061862154,2,1.5649928557877388,0.4572630609919922,0.4572630609919922,0.3398338807433131,102,70.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_lingual_left_hemisphe,27001.0,27001.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in lingual (left hemisphere),basket,A,G,GG,32145,ok,-0.008162562948780254,0.013379923779001504,0.5418261222268435,-0.014280854407854216,0.011883389905171717,0.22946971971705768,2,1.4679851270568007,0.4799887736761477,0.4799887736761477,0.3187689200984063,102,74.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_middletemporal_left_h,27003.0,27003.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in middletemporal (left hemisphere),basket,A,G,GG,32145,ok,0.002904444752348372,0.01217054221593437,0.8113820527964175,-0.022177723527353786,0.010809276711746241,0.040204080078874306,2,7.7362346146726075,0.020897676314093533,0.020897676314093533,1.6799020019306214,102,8.0,True,False,False
T1_GWC_GWC_grey_white_contrast_in_parahippocampal_left_,27004.0,27004.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in parahippocampal (left hemisphere),basket,A,G,GG,32144,ok,-0.004231031363800264,0.014029111057399332,0.7629670653918119,-0.005504092705301014,0.012460113789730717,0.6586825898384079,2,0.1968015000819002,0.9062856369630665,0.9062856369630665,0.04273490275792583,102,99.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_medialorbitofrontal_l,27002.0,27002.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in medialorbitofrontal (left hemisphere),basket,A,G,GG,32145,ok,-0.004205255111323311,0.012530274221303869,0.7371690300019336,-0.01183026173995926,0.011128772977329159,0.28777475414516335,2,1.2850852192816975,0.5259534282353238,0.5259534282353238,0.27905270975473584,102,81.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_paracentral_left_hemi,27005.0,27005.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in paracentral (left hemisphere),basket,A,G,GG,32145,ok,-0.011763171630702342,0.012162173611233998,0.33345486559686943,-0.009583194761107954,0.010801844128851198,0.3749880214979483,2,1.07651863374864,0.583763515793015,0.583763515793015,0.23376305115153126,102,85.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_parstriangularis_left,27008.0,27008.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in parstriangularis (left hemisphere),basket,A,G,GG,32145,ok,-0.0075925865258699154,0.012096985055927592,0.5302424498375258,-0.022359630889003626,0.010743946861807222,0.03742935642672496,2,4.983893702590245,0.08274871022137112,0.08274871022137112,1.0822387667136548,102,28.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_parsopercularis_left_,27006.0,27006.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in parsopercularis (left hemisphere),basket,A,G,GG,32145,ok,0.0013504844138350922,0.011773588840502839,0.9086800227185274,-0.015970240654726638,0.010456722256852409,0.12670384091636483,2,4.071044925635365,0.13061222464356964,0.13061222464356964,0.8840161733918366,102,36.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_pericalcarine_left_he,27009.0,27009.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in pericalcarine (left hemisphere),basket,A,G,GG,32144,ok,-0.010512645082935312,0.014192647538960877,0.4588744111587736,-0.01214752137890716,0.012605334567487726,0.33521326247093086,2,0.9661407915414684,0.6168863956517241,0.6168863956517241,0.20979480725404978,102,90.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_parsorbitalis_left_he,27007.0,27007.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in parsorbitalis (left hemisphere),basket,A,G,GG,32145,ok,0.0047667495481115265,0.012857412678162082,0.710834122557866,-0.010313988246500204,0.011419321256978063,0.366423983755758,2,2.1655325577529707,0.338657407861732,0.338657407861732,0.4702394201069751,102,58.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_postcentral_left_hemi,27010.0,27010.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in postcentral (left hemisphere),basket,A,G,GG,32145,ok,-0.00816009048611075,0.012394132737305661,0.5102966377539131,-0.01764750326774695,0.011007858810451887,0.10890643877234474,2,2.7316112459918624,0.2551750182951917,0.2551750182951917,0.5931618454195661,102,50.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_posteriorcingulate_le,27011.0,27011.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in posteriorcingulate (left hemisphere),basket,A,G,GG,32144,ok,-0.009416527707284815,0.01205190482685107,0.43461365642651895,-0.0131981691949495,0.010704027393818228,0.2175813361970497,2,1.5217351232892333,0.4672608735021315,0.4672608735021315,0.3304405834814395,102,72.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_precentral_left_hemis,27012.0,27012.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in precentral (left hemisphere),basket,A,G,GG,32145,ok,-0.011373018755988796,0.011933443572238231,0.3405783839440588,-0.012105412883999703,0.01059869736349536,0.25339599275426405,2,1.4096077500341746,0.49420549079539144,0.49420549079539144,0.30609243374395007,102,76.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_precuneus_left_hemisp,27013.0,27013.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in precuneus (left hemisphere),basket,A,G,GG,32145,ok,-0.0010052159086215583,0.011594436608856772,0.9309120167957161,-0.01895280639820553,0.010297608060374473,0.06570340201186675,2,5.09114121353462,0.0784282874988818,0.0784282874988818,1.1055272678141552,102,26.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_rostralanteriorcingul_f27014,27014.0,27014.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in rostralanteriorcingulate (left hemisphere),basket,A,G,GG,32144,ok,-0.011218063861357222,0.01277080742375193,0.3797254390631227,-0.011644833454831962,0.011342507422156117,0.3045911611974904,2,1.1556433665059416,0.5611193318957424,0.5611193318957424,0.250944768560814,102,83.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_superiorparietal_left,27017.0,27017.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in superiorparietal (left hemisphere),basket,A,G,GG,32145,ok,0.002625177044190448,0.011887444495235124,0.8252214704206217,-0.015311006817283484,0.010557843246810195,0.14701208934509277,2,4.043931006259376,0.13239498641800615,0.13239498641800615,0.8781284606079557,102,37.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_superiorfrontal_left_,27016.0,27016.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in superiorfrontal (left hemisphere),basket,A,G,GG,32145,ok,0.004782972828670731,0.01076954053938108,0.656958568883045,-0.010613695422217028,0.009564975962708309,0.2671619369132751,2,3.227889536368975,0.199100656976829,0.199100656976829,0.7009273069191458,102,45.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_rostralmiddlefrontal__f27015,27015.0,27015.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in rostralmiddlefrontal (left hemisphere),basket,A,G,GG,32145,ok,0.00891976248309525,0.011193194161386638,0.42551997552063237,-0.009487425436862753,0.009941244262751343,0.3399138621733767,2,3.933443663319647,0.13991476941411557,0.13991476941411557,0.8541364389285174,102,38.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_superiortemporal_left,27018.0,27018.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in superiortemporal (left hemisphere),basket,A,G,GG,32145,ok,0.0009891464455913104,0.012523437615654321,0.9370461515455926,-0.027152135557586655,0.011122701040604904,0.014646192093135925,2,9.863228455514978,0.007214847469288774,0.007214847469288774,2.141772845990644,102,3.0,True,True,False
T1_GWC_GWC_grey_white_contrast_in_supramarginal_left_he,27019.0,27019.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in supramarginal (left hemisphere),basket,A,G,GG,32145,ok,0.0006484470479318869,0.01163977174095087,0.9555735026672433,-0.02363096343339968,0.01033787249386266,0.02226884786206176,2,8.563684907253082,0.013817181104489352,0.013817181104489352,1.859580549989087,102,6.0,True,False,False
T1_GWC_GWC_grey_white_contrast_in_frontalpole_left_hemi,27020.0,27020.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in frontalpole (left hemisphere),basket,A,G,GG,32145,ok,0.008739259512443106,0.01282767076039243,0.4956981480769962,-0.010579246635576762,0.011392905949146565,0.353112884078404,2,3.336476476821227,0.18857900440092837,0.18857900440092837,0.7245066614417309,102,43.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_temporalpole_left_hem,27021.0,27021.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in temporalpole (left hemisphere),basket,A,G,GG,32144,ok,0.01318607787570849,0.014057063132058427,0.3482313787959357,-0.01665824023370975,0.012484909585327702,0.18212500713905472,2,6.658106406459799,0.035827009911890965,0.035827009911890965,1.4457894361250903,102,15.0,True,False,False
T1_GWC_GWC_grey_white_contrast_in_unknown_right_hemisph,27024.0,27024.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in unknown (right hemisphere),basket,A,G,GG,32086,ok,-0.004816852011623938,0.01587303811824054,0.7615403753388541,0.02339932023755209,0.014096616830729648,0.0969395788754527,2,5.508453098203437,0.06365823715337365,0.06365823715337365,1.196145392186312,102,20.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_transversetemporal_le,27022.0,27022.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in transversetemporal (left hemisphere),basket,A,G,GG,32145,ok,-0.017463427988700767,0.014485185602305547,0.22797844089242475,-0.011609211802091334,0.012865029069233017,0.36685916254643347,2,1.498221512081553,0.47278678866301427,0.47278678866301427,0.3253346676828825,102,73.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_insula_left_hemispher,27023.0,27023.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in insula (left hemisphere),basket,A,G,GG,32145,ok,-0.0024024572430866213,0.013017051235089826,0.8535735232373656,-0.028806002190050688,0.011561104367794327,0.012720907498502547,2,9.038255535021534,0.010898525572106271,0.010898525572106271,1.9626322524456874,102,4.0,True,False,False
T1_GWC_GWC_grey_white_contrast_in_bankssts_right_hemisp,27025.0,27025.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in bankssts (right hemisphere),basket,A,G,GG,32145,ok,0.0022856839075893064,0.01289664027040024,0.8593281161551246,-0.019965744082406207,0.011454161274104223,0.0813259467901933,2,5.482190806290223,0.06449965505719914,0.06449965505719914,1.1904426079562915,102,21.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_caudalanteriorcingula_f27026,27026.0,27026.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in caudalanteriorcingulate (right hemisphere),basket,A,G,GG,32144,ok,0.0001880807691427974,0.013403664359102644,0.988804507077282,-0.01046210722168836,0.011904514291284262,0.37949727658431565,2,1.252897629804204,0.5344864952877911,0.5344864952877911,0.27206326350681453,102,82.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_caudalmiddlefrontal_r,27027.0,27027.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in caudalmiddlefrontal (right hemisphere),basket,A,G,GG,32145,ok,-0.005258325594392288,0.011620994179854039,0.6509227298141638,-0.01747262424662845,0.010321195188097135,0.0904867090653838,2,3.3994211167047257,0.18273640792596113,0.18273640792596113,0.7381749163251263,102,42.0,False,False,False
T1_GWC_GWC_grey_white_contrast_in_cuneus_right_hemisphe,27028.0,27028.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in cuneus (right hemisphere),basket,A,G,GG,32144,ok,-0.031177622370160096,0.013972276251992053,0.02566217811084092,-0.02709152391198802,0.012409610494608701,0.029035169815252077,2,6.0574139912318135,0.048378150863897705,0.048378150863897705,1.3153507354977647,102,16.0,True,False,False
T1_GWC_GWC_grey_white_contrast_in_entorhinal_right_hemi,27029.0,27029.0,exploratory_context,exploratory_context,exploratory,exploratory,T1_GWC,GWC,Grey-white contrast in entorhinal (right hemisphere),basket,A,G,GG,32144,ok,-0.013226822581682188,0.01427565022476514,0.354177534015795,-0.010036602174773755,0.012679030124718264,0.42860532305759536,2,0.9404093994331361,0.6248743435890499,0.6248743435890499,0.204207306451881,102,91.0,False,False,False
