tract,tract_query,metric,loading,pc,explained_variance_ratio
corticospinal tract (right),corticospinal,ICVF_tbss,-0.09853104553210265,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,OD_tbss,0.1245588930327854,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,ISOVF_tbss,0.3121045710107361,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,FA_wm,-0.20729947705336763,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,MD_wm,0.23410417619774251,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,MO_wm,-0.0992520991141894,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,L1_wm,0.0754573288844444,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,L2_wm,0.2955501530838234,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,L3_wm,0.2939145263288162,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,ICVF_wm,-0.10440981354606078,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,OD_wm,0.17626902735792602,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,ISOVF_wm,0.217899703639171,PC1,0.35971176336378197
corticospinal tract (right),corticospinal,FA_tbss,0.25343032116860653,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,MD_tbss,0.06840633278541541,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,MO_tbss,0.3229636499566578,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,L1_tbss,0.22242319418438783,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,L2_tbss,-0.08358075444500344,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,L3_tbss,-0.0076784866042540634,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,ICVF_tbss,0.05441493245113288,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,OD_tbss,-0.34768438231937604,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,ISOVF_tbss,0.06504145356146006,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,FA_wm,0.29407891766070526,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,MD_wm,0.2910549608888087,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,MO_wm,0.3679668414278517,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,L1_wm,0.4199656348269255,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,L2_wm,0.08298102154063591,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,L3_wm,0.13095406772665355,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,ICVF_wm,0.15278764957387506,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,OD_wm,-0.22347352771721493,PC2,0.2340665418863482
corticospinal tract (right),corticospinal,ISOVF_wm,0.24881742376592614,PC2,0.2340665418863482
posterior thalamic radiation (left),posterior thalamic,FA_tbss,-0.28498465223181363,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,MD_tbss,0.299761705661058,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,MO_tbss,-0.07964088129577632,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,L1_tbss,0.17528809072902063,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,L2_tbss,0.3114573593007739,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,L3_tbss,0.3084108603813827,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,ICVF_tbss,-0.2695632249395939,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,OD_tbss,0.04329883714082841,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,ISOVF_tbss,0.17507029446422778,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,FA_wm,-0.24844957016213384,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,MD_wm,0.29705740135632647,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,MO_wm,-0.03495400993957748,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,L1_wm,0.2450196964562507,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,L2_wm,0.2994414567806803,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,L3_wm,0.3076712307072143,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,ICVF_wm,-0.2480649625617127,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,OD_wm,-0.044661032826685446,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,ISOVF_wm,0.18831377872293867,PC1,0.49459501581792026
posterior thalamic radiation (left),posterior thalamic,FA_tbss,-0.12778654977008444,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,MD_tbss,-0.1745914768399362,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,MO_tbss,-0.4407093704973281,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,L1_tbss,-0.3998164353783597,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,L2_tbss,0.04917774502073504,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,L3_tbss,-0.084522550734997,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,ICVF_tbss,0.14587244415095932,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,OD_tbss,0.46192234918949754,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,ISOVF_tbss,-0.05892578429101583,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,FA_wm,-0.14610820436798203,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,MD_wm,0.032451341401963776,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,MO_wm,-0.39210364343414733,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,L1_wm,-0.0986879499566875,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,L2_wm,0.13895038333677118,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,L3_wm,0.06645730826831373,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,ICVF_wm,0.08287469494793429,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,OD_wm,0.33301587644398795,PC2,0.19900628057761638
posterior thalamic radiation (left),posterior thalamic,ISOVF_wm,0.15507368668671426,PC2,0.19900628057761638
posterior thalamic radiation (right),posterior thalamic,FA_tbss,-0.28151683809534295,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,MD_tbss,0.3069359208811512,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,MO_tbss,-0.06497479882081934,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,L1_tbss,0.17293527409408907,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,L2_tbss,0.31324607278272837,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,L3_tbss,0.3135458039134495,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,ICVF_tbss,-0.27084180943430525,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,OD_tbss,0.033608925653953146,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,ISOVF_tbss,0.14560412063185244,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,FA_wm,-0.23420921626236021,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,MD_wm,0.3030114695456568,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,MO_wm,-0.004323014440428229,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,L1_wm,0.2503849879037288,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,L2_wm,0.303944068554709,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,L3_wm,0.3133392058630497,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,ICVF_wm,-0.25029737085245474,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,OD_wm,-0.07584242078505246,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,ISOVF_wm,0.17873236510366777,PC1,0.4818737868334406
posterior thalamic radiation (right),posterior thalamic,FA_tbss,-0.18368983059010047,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,MD_tbss,-0.14609333044153225,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,MO_tbss,-0.4474226040949485,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,L1_tbss,-0.3967749528116121,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,L2_tbss,0.09995262870365638,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,L3_tbss,-0.0515638273549273,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,ICVF_tbss,0.1140663781628167,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,OD_tbss,0.4665116286706244,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,ISOVF_tbss,-0.03462820328222441,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,FA_wm,-0.18924462914476786,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,MD_wm,-0.007354370116496898,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,MO_wm,-0.4127446729933128,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,L1_wm,-0.14996521449049718,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,L2_wm,0.11405118498742457,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,L3_wm,0.040887061229157126,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,ICVF_wm,0.040971810079823534,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,OD_wm,0.29807495539486895,PC2,0.1979876404129765
posterior thalamic radiation (right),posterior thalamic,ISOVF_wm,0.09424748359638192,PC2,0.1979876404129765
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,FA_wm,-0.3304795830212893,PC1,0.5402975417268215
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,MD_wm,0.44189803611766376,PC1,0.5402975417268215
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,MO_wm,-0.02287904841880388,PC1,0.5402975417268215
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,L1_wm,0.3647164248852322,PC1,0.5402975417268215
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,L2_wm,0.43865308184224633,PC1,0.5402975417268215
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,L3_wm,0.4448038178488695,PC1,0.5402975417268215
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,ICVF_wm,-0.3468084580409291,PC1,0.5402975417268215
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,OD_wm,-0.06655039795837672,PC1,0.5402975417268215
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,ISOVF_wm,0.21678520434761242,PC1,0.5402975417268215
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,FA_wm,0.384606686172483,PC2,0.20314705808994893
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,MD_wm,0.08811603927794459,PC2,0.20314705808994893
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,MO_wm,0.6193159496437267,PC2,0.20314705808994893
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,L1_wm,0.36952724782592666,PC2,0.20314705808994893
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,L2_wm,-0.10578143520681602,PC2,0.20314705808994893
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,L3_wm,-0.0453254830291277,PC2,0.20314705808994893
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,ICVF_wm,0.06448962637503758,PC2,0.20314705808994893
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,OD_wm,-0.5460466668979681,PC2,0.20314705808994893
inferior longitudinal fasciculus (left),inferior longitudinal fasciculus,ISOVF_wm,0.0929550559026516,PC2,0.20314705808994893
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,FA_wm,-0.33461796862938903,PC1,0.5525174362209332
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,MD_wm,0.439274765873064,PC1,0.5525174362209332
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,MO_wm,-0.008500397213366671,PC1,0.5525174362209332
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,L1_wm,0.37472408807575297,PC1,0.5525174362209332
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,L2_wm,0.4334212325945231,PC1,0.5525174362209332
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,L3_wm,0.4386775087898649,PC1,0.5525174362209332
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,ICVF_wm,-0.34931170636791964,PC1,0.5525174362209332
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,OD_wm,-0.10587724642758768,PC1,0.5525174362209332
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,ISOVF_wm,0.20262654096125352,PC1,0.5525174362209332
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,FA_wm,0.377620335336718,PC2,0.19744616926409708
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,MD_wm,0.06161607396673449,PC2,0.19744616926409708
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,MO_wm,0.6243588916616946,PC2,0.19744616926409708
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,L1_wm,0.33168714920000864,PC2,0.19744616926409708
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,L2_wm,-0.12387515622794697,PC2,0.19744616926409708
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,L3_wm,-0.06098807447031552,PC2,0.19744616926409708
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,ICVF_wm,0.04905807727547085,PC2,0.19744616926409708
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,OD_wm,-0.5699068870257314,PC2,0.19744616926409708
inferior longitudinal fasciculus (right),inferior longitudinal fasciculus,ISOVF_wm,0.08660714083862592,PC2,0.19744616926409708
sagittal stratum (left),sagittal stratum,FA_tbss,-0.3800661290505709,PC1,0.498070030039603
sagittal stratum (left),sagittal stratum,MD_tbss,0.45127919494516344,PC1,0.498070030039603
sagittal stratum (left),sagittal stratum,MO_tbss,-0.05073795149404205,PC1,0.498070030039603
sagittal stratum (left),sagittal stratum,L1_tbss,0.2557230167966082,PC1,0.498070030039603
sagittal stratum (left),sagittal stratum,L2_tbss,0.44123244465650513,PC1,0.498070030039603
sagittal stratum (left),sagittal stratum,L3_tbss,0.45857592010468595,PC1,0.498070030039603
sagittal stratum (left),sagittal stratum,ICVF_tbss,-0.3982455243315939,PC1,0.498070030039603
sagittal stratum (left),sagittal stratum,OD_tbss,0.008020396406383877,PC1,0.498070030039603
sagittal stratum (left),sagittal stratum,ISOVF_tbss,0.1424305289982186,PC1,0.498070030039603
sagittal stratum (left),sagittal stratum,FA_tbss,-0.3170092187915531,PC2,0.2946912741765836
sagittal stratum (left),sagittal stratum,MD_tbss,-0.15556506196546088,PC2,0.2946912741765836
sagittal stratum (left),sagittal stratum,MO_tbss,-0.5396559984160048,PC2,0.2946912741765836
sagittal stratum (left),sagittal stratum,L1_tbss,-0.4792943724743246,PC2,0.2946912741765836
sagittal stratum (left),sagittal stratum,L2_tbss,0.16857400172968462,PC2,0.2946912741765836
sagittal stratum (left),sagittal stratum,L3_tbss,-0.007818625009086854,PC2,0.2946912741765836
sagittal stratum (left),sagittal stratum,ICVF_tbss,0.045797813597080926,PC2,0.2946912741765836
sagittal stratum (left),sagittal stratum,OD_tbss,0.5625689402737438,PC2,0.2946912741765836
sagittal stratum (left),sagittal stratum,ISOVF_tbss,-0.08540138955386344,PC2,0.2946912741765836
sagittal stratum (right),sagittal stratum,FA_tbss,-0.37709731033836463,PC1,0.5047804176705784
sagittal stratum (right),sagittal stratum,MD_tbss,0.45303613011582755,PC1,0.5047804176705784
sagittal stratum (right),sagittal stratum,MO_tbss,-0.040490606052919216,PC1,0.5047804176705784
sagittal stratum (right),sagittal stratum,L1_tbss,0.28708802478601186,PC1,0.5047804176705784
sagittal stratum (right),sagittal stratum,L2_tbss,0.43228689374522716,PC1,0.5047804176705784
sagittal stratum (right),sagittal stratum,L3_tbss,0.4549142422212049,PC1,0.5047804176705784
sagittal stratum (right),sagittal stratum,ICVF_tbss,-0.4049940276655067,PC1,0.5047804176705784
sagittal stratum (right),sagittal stratum,OD_tbss,-0.031931203819823506,PC1,0.5047804176705784
sagittal stratum (right),sagittal stratum,ISOVF_tbss,0.09817418036060761,PC1,0.5047804176705784
sagittal stratum (right),sagittal stratum,FA_tbss,-0.32364941493169785,PC2,0.2851136095946258
sagittal stratum (right),sagittal stratum,MD_tbss,-0.12791203416279326,PC2,0.2851136095946258
sagittal stratum (right),sagittal stratum,MO_tbss,-0.5498173841837228,PC2,0.2851136095946258
sagittal stratum (right),sagittal stratum,L1_tbss,-0.45127166895919313,PC2,0.2851136095946258
sagittal stratum (right),sagittal stratum,L2_tbss,0.19155625608074014,PC2,0.2851136095946258
sagittal stratum (right),sagittal stratum,L3_tbss,-0.00136132053423283,PC2,0.2851136095946258
sagittal stratum (right),sagittal stratum,ICVF_tbss,0.02830898434653662,PC2,0.2851136095946258
sagittal stratum (right),sagittal stratum,OD_tbss,0.5714062854299584,PC2,0.2851136095946258
sagittal stratum (right),sagittal stratum,ISOVF_tbss,-0.09456266976982,PC2,0.2851136095946258
