column_name,family,panel,modality,metric,region,tier_source,include
dMRI_TBSS_ISOVF_cingulum_hippocampus_left,exploratory,primary,dMRI_TBSS,ISOVF,cingulum hippocampus (left),basket,True
dMRI_TBSS_ISOVF_fornix_cres_stria_terminalis_right,exploratory,primary,dMRI_TBSS,ISOVF,fornix cres+stria terminalis (right),basket,True
dMRI_TBSS_ISOVF_fornix_cres_stria_terminalis_left,exploratory,primary,dMRI_TBSS,ISOVF,fornix cres+stria terminalis (left),basket,True
dMRI_TBSS_ISOVF_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_TBSS,ISOVF,superior longitudinal fasciculus (right),basket,True
dMRI_TBSS_ISOVF_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_TBSS,ISOVF,superior longitudinal fasciculus (left),basket,True
dMRI_TBSS_ISOVF_superior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_TBSS,ISOVF,superior fronto-occipital fasciculus (right),basket,True
dMRI_TBSS_ISOVF_superior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_TBSS,ISOVF,superior fronto-occipital fasciculus (left),basket,True
dMRI_TBSS_ISOVF_uncinate_fasciculus_right,exploratory,primary,dMRI_TBSS,ISOVF,uncinate fasciculus (right),basket,True
dMRI_TBSS_ISOVF_uncinate_fasciculus_left,exploratory,primary,dMRI_TBSS,ISOVF,uncinate fasciculus (left),basket,True
dMRI_TBSS_ISOVF_tapetum_right,exploratory,primary,dMRI_TBSS,ISOVF,tapetum (right),basket,True
dMRI_TBSS_ISOVF_tapetum_left,exploratory,primary,dMRI_TBSS,ISOVF,tapetum (left),basket,True
dMRI_weighted_mean_FA_acoustic_radiation_left,exploratory,primary,dMRI_weighted_mean,FA,acoustic radiation (left),basket,True
dMRI_weighted_mean_FA_acoustic_radiation_right,exploratory,primary,dMRI_weighted_mean,FA,acoustic radiation (right),basket,True
dMRI_weighted_mean_FA_anterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,FA,anterior thalamic radiation (left),basket,True
dMRI_weighted_mean_FA_anterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,FA,anterior thalamic radiation (right),basket,True
dMRI_weighted_mean_FA_cingulate_gyrus_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,FA,cingulate gyrus part of cingulum (left),basket,True
dMRI_weighted_mean_FA_cingulate_gyrus_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,FA,cingulate gyrus part of cingulum (right),basket,True
dMRI_weighted_mean_FA_parahippocampal_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,FA,parahippocampal part of cingulum (left),basket,True
dMRI_weighted_mean_FA_parahippocampal_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,FA,parahippocampal part of cingulum (right),basket,True
dMRI_weighted_mean_FA_corticospinal_tract_left,exploratory,primary,dMRI_weighted_mean,FA,corticospinal tract (left),basket,True
dMRI_weighted_mean_FA_corticospinal_tract_right,exploratory,primary,dMRI_weighted_mean,FA,corticospinal tract (right),basket,True
dMRI_weighted_mean_FA_forceps_major,exploratory,primary,dMRI_weighted_mean,FA,forceps major,basket,True
dMRI_weighted_mean_FA_forceps_minor,exploratory,primary,dMRI_weighted_mean,FA,forceps minor,basket,True
dMRI_weighted_mean_FA_inferior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_weighted_mean,FA,inferior fronto-occipital fasciculus (left),basket,True
dMRI_weighted_mean_FA_inferior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_weighted_mean,FA,inferior fronto-occipital fasciculus (right),basket,True
dMRI_weighted_mean_FA_inferior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,FA,inferior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_FA_inferior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,FA,inferior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_FA_middle_cerebellar_peduncle,exploratory,primary,dMRI_weighted_mean,FA,middle cerebellar peduncle,basket,True
dMRI_weighted_mean_FA_medial_lemniscus_left,exploratory,primary,dMRI_weighted_mean,FA,medial lemniscus (left),basket,True
dMRI_weighted_mean_FA_medial_lemniscus_right,exploratory,primary,dMRI_weighted_mean,FA,medial lemniscus (right),basket,True
dMRI_weighted_mean_FA_posterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,FA,posterior thalamic radiation (left),basket,True
dMRI_weighted_mean_FA_posterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,FA,posterior thalamic radiation (right),basket,True
dMRI_weighted_mean_FA_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,FA,superior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_FA_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,FA,superior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_FA_superior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,FA,superior thalamic radiation (left),basket,True
dMRI_weighted_mean_FA_superior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,FA,superior thalamic radiation (right),basket,True
dMRI_weighted_mean_FA_uncinate_fasciculus_left,exploratory,primary,dMRI_weighted_mean,FA,uncinate fasciculus (left),basket,True
dMRI_weighted_mean_FA_uncinate_fasciculus_right,exploratory,primary,dMRI_weighted_mean,FA,uncinate fasciculus (right),basket,True
dMRI_weighted_mean_MD_acoustic_radiation_left,exploratory,primary,dMRI_weighted_mean,MD,acoustic radiation (left),basket,True
dMRI_weighted_mean_MD_acoustic_radiation_right,exploratory,primary,dMRI_weighted_mean,MD,acoustic radiation (right),basket,True
dMRI_weighted_mean_MD_anterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,MD,anterior thalamic radiation (left),basket,True
dMRI_weighted_mean_MD_anterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,MD,anterior thalamic radiation (right),basket,True
dMRI_weighted_mean_MD_cingulate_gyrus_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,MD,cingulate gyrus part of cingulum (left),basket,True
dMRI_weighted_mean_MD_cingulate_gyrus_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,MD,cingulate gyrus part of cingulum (right),basket,True
dMRI_weighted_mean_MD_parahippocampal_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,MD,parahippocampal part of cingulum (left),basket,True
dMRI_weighted_mean_MD_parahippocampal_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,MD,parahippocampal part of cingulum (right),basket,True
dMRI_weighted_mean_MD_corticospinal_tract_left,exploratory,primary,dMRI_weighted_mean,MD,corticospinal tract (left),basket,True
dMRI_weighted_mean_MD_corticospinal_tract_right,exploratory,primary,dMRI_weighted_mean,MD,corticospinal tract (right),basket,True
dMRI_weighted_mean_MD_forceps_major,exploratory,primary,dMRI_weighted_mean,MD,forceps major,basket,True
dMRI_weighted_mean_MD_forceps_minor,exploratory,primary,dMRI_weighted_mean,MD,forceps minor,basket,True
dMRI_weighted_mean_MD_inferior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_weighted_mean,MD,inferior fronto-occipital fasciculus (left),basket,True
dMRI_weighted_mean_MD_inferior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_weighted_mean,MD,inferior fronto-occipital fasciculus (right),basket,True
dMRI_weighted_mean_MD_inferior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,MD,inferior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_MD_inferior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,MD,inferior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_MD_middle_cerebellar_peduncle,exploratory,primary,dMRI_weighted_mean,MD,middle cerebellar peduncle,basket,True
dMRI_weighted_mean_MD_medial_lemniscus_left,exploratory,primary,dMRI_weighted_mean,MD,medial lemniscus (left),basket,True
dMRI_weighted_mean_MD_medial_lemniscus_right,exploratory,primary,dMRI_weighted_mean,MD,medial lemniscus (right),basket,True
dMRI_weighted_mean_MD_posterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,MD,posterior thalamic radiation (left),basket,True
dMRI_weighted_mean_MD_posterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,MD,posterior thalamic radiation (right),basket,True
dMRI_weighted_mean_MD_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,MD,superior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_MD_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,MD,superior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_MD_superior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,MD,superior thalamic radiation (left),basket,True
dMRI_weighted_mean_MD_superior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,MD,superior thalamic radiation (right),basket,True
dMRI_weighted_mean_MD_uncinate_fasciculus_left,exploratory,primary,dMRI_weighted_mean,MD,uncinate fasciculus (left),basket,True
dMRI_weighted_mean_MD_uncinate_fasciculus_right,exploratory,primary,dMRI_weighted_mean,MD,uncinate fasciculus (right),basket,True
dMRI_weighted_mean_MO_acoustic_radiation_left,exploratory,exploratory,dMRI_weighted_mean,MO,acoustic radiation (left),basket,False
dMRI_weighted_mean_MO_acoustic_radiation_right,exploratory,exploratory,dMRI_weighted_mean,MO,acoustic radiation (right),basket,False
dMRI_weighted_mean_MO_anterior_thalamic_radiation_left,exploratory,exploratory,dMRI_weighted_mean,MO,anterior thalamic radiation (left),basket,False
dMRI_weighted_mean_MO_anterior_thalamic_radiation_right,exploratory,exploratory,dMRI_weighted_mean,MO,anterior thalamic radiation (right),basket,False
dMRI_weighted_mean_MO_cingulate_gyrus_part_of_cingulum_left,exploratory,exploratory,dMRI_weighted_mean,MO,cingulate gyrus part of cingulum (left),basket,False
dMRI_weighted_mean_MO_cingulate_gyrus_part_of_cingulum_right,exploratory,exploratory,dMRI_weighted_mean,MO,cingulate gyrus part of cingulum (right),basket,False
dMRI_weighted_mean_MO_parahippocampal_part_of_cingulum_left,exploratory,exploratory,dMRI_weighted_mean,MO,parahippocampal part of cingulum (left),basket,False
dMRI_weighted_mean_MO_parahippocampal_part_of_cingulum_right,exploratory,exploratory,dMRI_weighted_mean,MO,parahippocampal part of cingulum (right),basket,False
dMRI_weighted_mean_MO_corticospinal_tract_left,exploratory,exploratory,dMRI_weighted_mean,MO,corticospinal tract (left),basket,False
dMRI_weighted_mean_MO_corticospinal_tract_right,exploratory,exploratory,dMRI_weighted_mean,MO,corticospinal tract (right),basket,False
dMRI_weighted_mean_MO_forceps_major,exploratory,exploratory,dMRI_weighted_mean,MO,forceps major,basket,False
dMRI_weighted_mean_MO_forceps_minor,exploratory,exploratory,dMRI_weighted_mean,MO,forceps minor,basket,False
dMRI_weighted_mean_MO_inferior_fronto_occipital_fasciculus_lef,exploratory,exploratory,dMRI_weighted_mean,MO,inferior fronto-occipital fasciculus (left),basket,False
dMRI_weighted_mean_MO_inferior_fronto_occipital_fasciculus_rig,exploratory,exploratory,dMRI_weighted_mean,MO,inferior fronto-occipital fasciculus (right),basket,False
dMRI_weighted_mean_MO_inferior_longitudinal_fasciculus_left,exploratory,exploratory,dMRI_weighted_mean,MO,inferior longitudinal fasciculus (left),basket,False
dMRI_weighted_mean_MO_inferior_longitudinal_fasciculus_right,exploratory,exploratory,dMRI_weighted_mean,MO,inferior longitudinal fasciculus (right),basket,False
dMRI_weighted_mean_MO_middle_cerebellar_peduncle,exploratory,exploratory,dMRI_weighted_mean,MO,middle cerebellar peduncle,basket,False
dMRI_weighted_mean_MO_medial_lemniscus_left,exploratory,exploratory,dMRI_weighted_mean,MO,medial lemniscus (left),basket,False
dMRI_weighted_mean_MO_medial_lemniscus_right,exploratory,exploratory,dMRI_weighted_mean,MO,medial lemniscus (right),basket,False
dMRI_weighted_mean_MO_posterior_thalamic_radiation_left,exploratory,exploratory,dMRI_weighted_mean,MO,posterior thalamic radiation (left),basket,False
dMRI_weighted_mean_MO_posterior_thalamic_radiation_right,exploratory,exploratory,dMRI_weighted_mean,MO,posterior thalamic radiation (right),basket,False
dMRI_weighted_mean_MO_superior_longitudinal_fasciculus_left,exploratory,exploratory,dMRI_weighted_mean,MO,superior longitudinal fasciculus (left),basket,False
dMRI_weighted_mean_MO_superior_longitudinal_fasciculus_right,exploratory,exploratory,dMRI_weighted_mean,MO,superior longitudinal fasciculus (right),basket,False
dMRI_weighted_mean_MO_superior_thalamic_radiation_left,exploratory,exploratory,dMRI_weighted_mean,MO,superior thalamic radiation (left),basket,False
dMRI_weighted_mean_MO_superior_thalamic_radiation_right,exploratory,exploratory,dMRI_weighted_mean,MO,superior thalamic radiation (right),basket,False
dMRI_weighted_mean_MO_uncinate_fasciculus_left,exploratory,exploratory,dMRI_weighted_mean,MO,uncinate fasciculus (left),basket,False
dMRI_weighted_mean_MO_uncinate_fasciculus_right,exploratory,exploratory,dMRI_weighted_mean,MO,uncinate fasciculus (right),basket,False
dMRI_weighted_mean_L1_acoustic_radiation_left,exploratory,primary,dMRI_weighted_mean,L1,acoustic radiation (left),basket,True
dMRI_weighted_mean_L1_acoustic_radiation_right,exploratory,primary,dMRI_weighted_mean,L1,acoustic radiation (right),basket,True
dMRI_weighted_mean_L1_anterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,L1,anterior thalamic radiation (left),basket,True
dMRI_weighted_mean_L1_anterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,L1,anterior thalamic radiation (right),basket,True
dMRI_weighted_mean_L1_cingulate_gyrus_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,L1,cingulate gyrus part of cingulum (left),basket,True
dMRI_weighted_mean_L1_cingulate_gyrus_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,L1,cingulate gyrus part of cingulum (right),basket,True
dMRI_weighted_mean_L1_parahippocampal_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,L1,parahippocampal part of cingulum (left),basket,True
dMRI_weighted_mean_L1_parahippocampal_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,L1,parahippocampal part of cingulum (right),basket,True
dMRI_weighted_mean_L1_corticospinal_tract_left,exploratory,primary,dMRI_weighted_mean,L1,corticospinal tract (left),basket,True
dMRI_weighted_mean_L1_corticospinal_tract_right,exploratory,primary,dMRI_weighted_mean,L1,corticospinal tract (right),basket,True
dMRI_weighted_mean_L1_forceps_major,exploratory,primary,dMRI_weighted_mean,L1,forceps major,basket,True
dMRI_weighted_mean_L1_forceps_minor,exploratory,primary,dMRI_weighted_mean,L1,forceps minor,basket,True
dMRI_weighted_mean_L1_inferior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_weighted_mean,L1,inferior fronto-occipital fasciculus (left),basket,True
dMRI_weighted_mean_L1_inferior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_weighted_mean,L1,inferior fronto-occipital fasciculus (right),basket,True
dMRI_weighted_mean_L1_inferior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,L1,inferior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_L1_inferior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,L1,inferior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_L1_middle_cerebellar_peduncle,exploratory,primary,dMRI_weighted_mean,L1,middle cerebellar peduncle,basket,True
dMRI_weighted_mean_L1_medial_lemniscus_left,exploratory,primary,dMRI_weighted_mean,L1,medial lemniscus (left),basket,True
dMRI_weighted_mean_L1_medial_lemniscus_right,exploratory,primary,dMRI_weighted_mean,L1,medial lemniscus (right),basket,True
dMRI_weighted_mean_L1_posterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,L1,posterior thalamic radiation (left),basket,True
dMRI_weighted_mean_L1_posterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,L1,posterior thalamic radiation (right),basket,True
dMRI_weighted_mean_L1_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,L1,superior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_L1_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,L1,superior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_L1_superior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,L1,superior thalamic radiation (left),basket,True
dMRI_weighted_mean_L1_superior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,L1,superior thalamic radiation (right),basket,True
dMRI_weighted_mean_L1_uncinate_fasciculus_left,exploratory,primary,dMRI_weighted_mean,L1,uncinate fasciculus (left),basket,True
dMRI_weighted_mean_L1_uncinate_fasciculus_right,exploratory,primary,dMRI_weighted_mean,L1,uncinate fasciculus (right),basket,True
dMRI_weighted_mean_L2_acoustic_radiation_left,exploratory,primary,dMRI_weighted_mean,L2,acoustic radiation (left),basket,True
dMRI_weighted_mean_L2_acoustic_radiation_right,exploratory,primary,dMRI_weighted_mean,L2,acoustic radiation (right),basket,True
dMRI_weighted_mean_L2_anterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,L2,anterior thalamic radiation (left),basket,True
dMRI_weighted_mean_L2_anterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,L2,anterior thalamic radiation (right),basket,True
dMRI_weighted_mean_L2_cingulate_gyrus_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,L2,cingulate gyrus part of cingulum (left),basket,True
dMRI_weighted_mean_L2_cingulate_gyrus_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,L2,cingulate gyrus part of cingulum (right),basket,True
dMRI_weighted_mean_L2_parahippocampal_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,L2,parahippocampal part of cingulum (left),basket,True
dMRI_weighted_mean_L2_parahippocampal_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,L2,parahippocampal part of cingulum (right),basket,True
dMRI_weighted_mean_L2_corticospinal_tract_left,exploratory,primary,dMRI_weighted_mean,L2,corticospinal tract (left),basket,True
dMRI_weighted_mean_L2_corticospinal_tract_right,exploratory,primary,dMRI_weighted_mean,L2,corticospinal tract (right),basket,True
dMRI_weighted_mean_L2_forceps_major,exploratory,primary,dMRI_weighted_mean,L2,forceps major,basket,True
dMRI_weighted_mean_L2_forceps_minor,exploratory,primary,dMRI_weighted_mean,L2,forceps minor,basket,True
dMRI_weighted_mean_L2_inferior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_weighted_mean,L2,inferior fronto-occipital fasciculus (left),basket,True
dMRI_weighted_mean_L2_inferior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_weighted_mean,L2,inferior fronto-occipital fasciculus (right),basket,True
dMRI_weighted_mean_L2_inferior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,L2,inferior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_L2_inferior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,L2,inferior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_L2_middle_cerebellar_peduncle,exploratory,primary,dMRI_weighted_mean,L2,middle cerebellar peduncle,basket,True
dMRI_weighted_mean_L2_medial_lemniscus_left,exploratory,primary,dMRI_weighted_mean,L2,medial lemniscus (left),basket,True
dMRI_weighted_mean_L2_medial_lemniscus_right,exploratory,primary,dMRI_weighted_mean,L2,medial lemniscus (right),basket,True
dMRI_weighted_mean_L2_posterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,L2,posterior thalamic radiation (left),basket,True
dMRI_weighted_mean_L2_posterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,L2,posterior thalamic radiation (right),basket,True
dMRI_weighted_mean_L2_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,L2,superior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_L2_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,L2,superior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_L2_superior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,L2,superior thalamic radiation (left),basket,True
dMRI_weighted_mean_L2_superior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,L2,superior thalamic radiation (right),basket,True
dMRI_weighted_mean_L2_uncinate_fasciculus_left,exploratory,primary,dMRI_weighted_mean,L2,uncinate fasciculus (left),basket,True
dMRI_weighted_mean_L2_uncinate_fasciculus_right,exploratory,primary,dMRI_weighted_mean,L2,uncinate fasciculus (right),basket,True
dMRI_weighted_mean_L3_acoustic_radiation_left,exploratory,primary,dMRI_weighted_mean,L3,acoustic radiation (left),basket,True
dMRI_weighted_mean_L3_acoustic_radiation_right,exploratory,primary,dMRI_weighted_mean,L3,acoustic radiation (right),basket,True
dMRI_weighted_mean_L3_anterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,L3,anterior thalamic radiation (left),basket,True
dMRI_weighted_mean_L3_anterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,L3,anterior thalamic radiation (right),basket,True
dMRI_weighted_mean_L3_cingulate_gyrus_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,L3,cingulate gyrus part of cingulum (left),basket,True
dMRI_weighted_mean_L3_cingulate_gyrus_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,L3,cingulate gyrus part of cingulum (right),basket,True
dMRI_weighted_mean_L3_parahippocampal_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,L3,parahippocampal part of cingulum (left),basket,True
dMRI_weighted_mean_L3_parahippocampal_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,L3,parahippocampal part of cingulum (right),basket,True
dMRI_weighted_mean_L3_corticospinal_tract_left,exploratory,primary,dMRI_weighted_mean,L3,corticospinal tract (left),basket,True
dMRI_weighted_mean_L3_corticospinal_tract_right,exploratory,primary,dMRI_weighted_mean,L3,corticospinal tract (right),basket,True
dMRI_weighted_mean_L3_forceps_major,exploratory,primary,dMRI_weighted_mean,L3,forceps major,basket,True
dMRI_weighted_mean_L3_forceps_minor,exploratory,primary,dMRI_weighted_mean,L3,forceps minor,basket,True
dMRI_weighted_mean_L3_inferior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_weighted_mean,L3,inferior fronto-occipital fasciculus (left),basket,True
dMRI_weighted_mean_L3_inferior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_weighted_mean,L3,inferior fronto-occipital fasciculus (right),basket,True
dMRI_weighted_mean_L3_inferior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,L3,inferior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_L3_inferior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,L3,inferior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_L3_middle_cerebellar_peduncle,exploratory,primary,dMRI_weighted_mean,L3,middle cerebellar peduncle,basket,True
dMRI_weighted_mean_L3_medial_lemniscus_left,exploratory,primary,dMRI_weighted_mean,L3,medial lemniscus (left),basket,True
dMRI_weighted_mean_L3_medial_lemniscus_right,exploratory,primary,dMRI_weighted_mean,L3,medial lemniscus (right),basket,True
dMRI_weighted_mean_L3_posterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,L3,posterior thalamic radiation (left),basket,True
dMRI_weighted_mean_L3_posterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,L3,posterior thalamic radiation (right),basket,True
dMRI_weighted_mean_L3_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,L3,superior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_L3_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,L3,superior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_L3_superior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,L3,superior thalamic radiation (left),basket,True
dMRI_weighted_mean_L3_superior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,L3,superior thalamic radiation (right),basket,True
dMRI_weighted_mean_L3_uncinate_fasciculus_left,exploratory,primary,dMRI_weighted_mean,L3,uncinate fasciculus (left),basket,True
dMRI_weighted_mean_L3_uncinate_fasciculus_right,exploratory,primary,dMRI_weighted_mean,L3,uncinate fasciculus (right),basket,True
dMRI_weighted_mean_ICVF_acoustic_radiation_left,exploratory,primary,dMRI_weighted_mean,ICVF,acoustic radiation (left),basket,True
dMRI_weighted_mean_ICVF_acoustic_radiation_right,exploratory,primary,dMRI_weighted_mean,ICVF,acoustic radiation (right),basket,True
dMRI_weighted_mean_ICVF_anterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,ICVF,anterior thalamic radiation (left),basket,True
dMRI_weighted_mean_ICVF_anterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,ICVF,anterior thalamic radiation (right),basket,True
dMRI_weighted_mean_ICVF_cingulate_gyrus_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,ICVF,cingulate gyrus part of cingulum (left),basket,True
dMRI_weighted_mean_ICVF_cingulate_gyrus_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,ICVF,cingulate gyrus part of cingulum (right),basket,True
dMRI_weighted_mean_ICVF_parahippocampal_part_of_cingulum_left,exploratory,primary,dMRI_weighted_mean,ICVF,parahippocampal part of cingulum (left),basket,True
dMRI_weighted_mean_ICVF_parahippocampal_part_of_cingulum_right,exploratory,primary,dMRI_weighted_mean,ICVF,parahippocampal part of cingulum (right),basket,True
dMRI_weighted_mean_ICVF_corticospinal_tract_left,exploratory,primary,dMRI_weighted_mean,ICVF,corticospinal tract (left),basket,True
dMRI_weighted_mean_ICVF_corticospinal_tract_right,exploratory,primary,dMRI_weighted_mean,ICVF,corticospinal tract (right),basket,True
dMRI_weighted_mean_ICVF_forceps_major,exploratory,primary,dMRI_weighted_mean,ICVF,forceps major,basket,True
dMRI_weighted_mean_ICVF_forceps_minor,exploratory,primary,dMRI_weighted_mean,ICVF,forceps minor,basket,True
dMRI_weighted_mean_ICVF_inferior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_weighted_mean,ICVF,inferior fronto-occipital fasciculus (left),basket,True
dMRI_weighted_mean_ICVF_inferior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_weighted_mean,ICVF,inferior fronto-occipital fasciculus (right),basket,True
dMRI_weighted_mean_ICVF_inferior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,ICVF,inferior longitudinal fasciculus (left),basket,True
dMRI_weighted_mean_ICVF_inferior_longitudinal_fasciculus_right,exploratory,primary,dMRI_weighted_mean,ICVF,inferior longitudinal fasciculus (right),basket,True
dMRI_weighted_mean_ICVF_middle_cerebellar_peduncle,exploratory,primary,dMRI_weighted_mean,ICVF,middle cerebellar peduncle,basket,True
dMRI_weighted_mean_ICVF_medial_lemniscus_left,exploratory,primary,dMRI_weighted_mean,ICVF,medial lemniscus (left),basket,True
dMRI_weighted_mean_ICVF_medial_lemniscus_right,exploratory,primary,dMRI_weighted_mean,ICVF,medial lemniscus (right),basket,True
dMRI_weighted_mean_ICVF_posterior_thalamic_radiation_left,exploratory,primary,dMRI_weighted_mean,ICVF,posterior thalamic radiation (left),basket,True
dMRI_weighted_mean_ICVF_posterior_thalamic_radiation_right,exploratory,primary,dMRI_weighted_mean,ICVF,posterior thalamic radiation (right),basket,True
dMRI_weighted_mean_ICVF_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_weighted_mean,ICVF,superior longitudinal fasciculus (left),basket,True
