column_name,family,panel,modality,metric,region,tier_source,include
dMRI_TBSS_L2_retrolenticular_part_of_internal_capsule_f25268,exploratory,primary,dMRI_TBSS,L2,retrolenticular part of internal capsule (right),basket,True
dMRI_TBSS_L2_retrolenticular_part_of_internal_capsule_f25269,exploratory,primary,dMRI_TBSS,L2,retrolenticular part of internal capsule (left),basket,True
dMRI_TBSS_L2_anterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,L2,anterior corona radiata (right),basket,True
dMRI_TBSS_L2_anterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,L2,anterior corona radiata (left),basket,True
dMRI_TBSS_L2_superior_corona_radiata_right,exploratory,primary,dMRI_TBSS,L2,superior corona radiata (right),basket,True
dMRI_TBSS_L2_superior_corona_radiata_left,exploratory,primary,dMRI_TBSS,L2,superior corona radiata (left),basket,True
dMRI_TBSS_L2_posterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,L2,posterior corona radiata (right),basket,True
dMRI_TBSS_L2_posterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,L2,posterior corona radiata (left),basket,True
dMRI_TBSS_L2_posterior_thalamic_radiation_right,exploratory,primary,dMRI_TBSS,L2,posterior thalamic radiation (right),basket,True
dMRI_TBSS_L2_posterior_thalamic_radiation_left,exploratory,primary,dMRI_TBSS,L2,posterior thalamic radiation (left),basket,True
dMRI_TBSS_L2_sagittal_stratum_right,exploratory,primary,dMRI_TBSS,L2,sagittal stratum (right),basket,True
dMRI_TBSS_L2_sagittal_stratum_left,exploratory,primary,dMRI_TBSS,L2,sagittal stratum (left),basket,True
dMRI_TBSS_L2_external_capsule_right,exploratory,primary,dMRI_TBSS,L2,external capsule (right),basket,True
dMRI_TBSS_L2_external_capsule_left,exploratory,primary,dMRI_TBSS,L2,external capsule (left),basket,True
dMRI_TBSS_L2_cingulum_cingulate_gyrus_right,exploratory,primary,dMRI_TBSS,L2,cingulum cingulate gyrus (right),basket,True
dMRI_TBSS_L2_cingulum_cingulate_gyrus_left,exploratory,primary,dMRI_TBSS,L2,cingulum cingulate gyrus (left),basket,True
dMRI_TBSS_L2_cingulum_hippocampus_right,exploratory,primary,dMRI_TBSS,L2,cingulum hippocampus (right),basket,True
dMRI_TBSS_L2_cingulum_hippocampus_left,exploratory,primary,dMRI_TBSS,L2,cingulum hippocampus (left),basket,True
dMRI_TBSS_L2_fornix_cres_stria_terminalis_right,exploratory,primary,dMRI_TBSS,L2,fornix cres+stria terminalis (right),basket,True
dMRI_TBSS_L2_fornix_cres_stria_terminalis_left,exploratory,primary,dMRI_TBSS,L2,fornix cres+stria terminalis (left),basket,True
dMRI_TBSS_L2_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_TBSS,L2,superior longitudinal fasciculus (right),basket,True
dMRI_TBSS_L2_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_TBSS,L2,superior longitudinal fasciculus (left),basket,True
dMRI_TBSS_L2_superior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_TBSS,L2,superior fronto-occipital fasciculus (right),basket,True
dMRI_TBSS_L2_superior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_TBSS,L2,superior fronto-occipital fasciculus (left),basket,True
dMRI_TBSS_L2_uncinate_fasciculus_right,exploratory,primary,dMRI_TBSS,L2,uncinate fasciculus (right),basket,True
dMRI_TBSS_L2_uncinate_fasciculus_left,exploratory,primary,dMRI_TBSS,L2,uncinate fasciculus (left),basket,True
dMRI_TBSS_L2_tapetum_right,exploratory,primary,dMRI_TBSS,L2,tapetum (right),basket,True
dMRI_TBSS_L2_tapetum_left,exploratory,primary,dMRI_TBSS,L2,tapetum (left),basket,True
dMRI_TBSS_L3_middle_cerebellar_peduncle,exploratory,primary,dMRI_TBSS,L3,middle cerebellar peduncle,basket,True
dMRI_TBSS_L3_pontine_crossing_tract,exploratory,primary,dMRI_TBSS,L3,pontine crossing tract,basket,True
dMRI_TBSS_L3_genu_of_corpus_callosum,exploratory,primary,dMRI_TBSS,L3,genu of corpus callosum,basket,True
dMRI_TBSS_L3_body_of_corpus_callosum,exploratory,primary,dMRI_TBSS,L3,body of corpus callosum,basket,True
dMRI_TBSS_L3_splenium_of_corpus_callosum,exploratory,primary,dMRI_TBSS,L3,splenium of corpus callosum,basket,True
dMRI_TBSS_L3_fornix,exploratory,primary,dMRI_TBSS,L3,fornix,basket,True
dMRI_TBSS_L3_corticospinal_tract_right,exploratory,primary,dMRI_TBSS,L3,corticospinal tract (right),basket,True
dMRI_TBSS_L3_corticospinal_tract_left,exploratory,primary,dMRI_TBSS,L3,corticospinal tract (left),basket,True
dMRI_TBSS_L3_medial_lemniscus_right,exploratory,primary,dMRI_TBSS,L3,medial lemniscus (right),basket,True
dMRI_TBSS_L3_medial_lemniscus_left,exploratory,primary,dMRI_TBSS,L3,medial lemniscus (left),basket,True
dMRI_TBSS_L3_inferior_cerebellar_peduncle_right,exploratory,primary,dMRI_TBSS,L3,inferior cerebellar peduncle (right),basket,True
dMRI_TBSS_L3_inferior_cerebellar_peduncle_left,exploratory,primary,dMRI_TBSS,L3,inferior cerebellar peduncle (left),basket,True
dMRI_TBSS_L3_superior_cerebellar_peduncle_right,exploratory,primary,dMRI_TBSS,L3,superior cerebellar peduncle (right),basket,True
dMRI_TBSS_L3_superior_cerebellar_peduncle_left,exploratory,primary,dMRI_TBSS,L3,superior cerebellar peduncle (left),basket,True
dMRI_TBSS_L3_cerebral_peduncle_right,exploratory,primary,dMRI_TBSS,L3,cerebral peduncle (right),basket,True
dMRI_TBSS_L3_cerebral_peduncle_left,exploratory,primary,dMRI_TBSS,L3,cerebral peduncle (left),basket,True
dMRI_TBSS_L3_anterior_limb_of_internal_capsule_right,exploratory,primary,dMRI_TBSS,L3,anterior limb of internal capsule (right),basket,True
dMRI_TBSS_L3_anterior_limb_of_internal_capsule_left,exploratory,primary,dMRI_TBSS,L3,anterior limb of internal capsule (left),basket,True
dMRI_TBSS_L3_posterior_limb_of_internal_capsule_right,exploratory,primary,dMRI_TBSS,L3,posterior limb of internal capsule (right),basket,True
dMRI_TBSS_L3_posterior_limb_of_internal_capsule_left,exploratory,primary,dMRI_TBSS,L3,posterior limb of internal capsule (left),basket,True
dMRI_TBSS_L3_retrolenticular_part_of_internal_capsule_f25316,exploratory,primary,dMRI_TBSS,L3,retrolenticular part of internal capsule (right),basket,True
dMRI_TBSS_L3_retrolenticular_part_of_internal_capsule_f25317,exploratory,primary,dMRI_TBSS,L3,retrolenticular part of internal capsule (left),basket,True
dMRI_TBSS_L3_anterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,L3,anterior corona radiata (right),basket,True
dMRI_TBSS_L3_anterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,L3,anterior corona radiata (left),basket,True
dMRI_TBSS_L3_superior_corona_radiata_right,exploratory,primary,dMRI_TBSS,L3,superior corona radiata (right),basket,True
dMRI_TBSS_L3_superior_corona_radiata_left,exploratory,primary,dMRI_TBSS,L3,superior corona radiata (left),basket,True
dMRI_TBSS_L3_posterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,L3,posterior corona radiata (right),basket,True
dMRI_TBSS_L3_posterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,L3,posterior corona radiata (left),basket,True
dMRI_TBSS_L3_posterior_thalamic_radiation_right,exploratory,primary,dMRI_TBSS,L3,posterior thalamic radiation (right),basket,True
dMRI_TBSS_L3_posterior_thalamic_radiation_left,exploratory,primary,dMRI_TBSS,L3,posterior thalamic radiation (left),basket,True
dMRI_TBSS_L3_sagittal_stratum_right,exploratory,primary,dMRI_TBSS,L3,sagittal stratum (right),basket,True
dMRI_TBSS_L3_sagittal_stratum_left,exploratory,primary,dMRI_TBSS,L3,sagittal stratum (left),basket,True
dMRI_TBSS_L3_external_capsule_right,exploratory,primary,dMRI_TBSS,L3,external capsule (right),basket,True
dMRI_TBSS_L3_external_capsule_left,exploratory,primary,dMRI_TBSS,L3,external capsule (left),basket,True
dMRI_TBSS_L3_cingulum_cingulate_gyrus_right,exploratory,primary,dMRI_TBSS,L3,cingulum cingulate gyrus (right),basket,True
dMRI_TBSS_L3_cingulum_cingulate_gyrus_left,exploratory,primary,dMRI_TBSS,L3,cingulum cingulate gyrus (left),basket,True
dMRI_TBSS_L3_cingulum_hippocampus_right,exploratory,primary,dMRI_TBSS,L3,cingulum hippocampus (right),basket,True
dMRI_TBSS_L3_cingulum_hippocampus_left,exploratory,primary,dMRI_TBSS,L3,cingulum hippocampus (left),basket,True
dMRI_TBSS_L3_fornix_cres_stria_terminalis_right,exploratory,primary,dMRI_TBSS,L3,fornix cres+stria terminalis (right),basket,True
dMRI_TBSS_L3_fornix_cres_stria_terminalis_left,exploratory,primary,dMRI_TBSS,L3,fornix cres+stria terminalis (left),basket,True
dMRI_TBSS_L3_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_TBSS,L3,superior longitudinal fasciculus (right),basket,True
dMRI_TBSS_L3_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_TBSS,L3,superior longitudinal fasciculus (left),basket,True
dMRI_TBSS_L3_superior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_TBSS,L3,superior fronto-occipital fasciculus (right),basket,True
dMRI_TBSS_L3_superior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_TBSS,L3,superior fronto-occipital fasciculus (left),basket,True
dMRI_TBSS_L3_uncinate_fasciculus_right,exploratory,primary,dMRI_TBSS,L3,uncinate fasciculus (right),basket,True
dMRI_TBSS_L3_uncinate_fasciculus_left,exploratory,primary,dMRI_TBSS,L3,uncinate fasciculus (left),basket,True
dMRI_TBSS_L3_tapetum_right,exploratory,primary,dMRI_TBSS,L3,tapetum (right),basket,True
dMRI_TBSS_L3_tapetum_left,exploratory,primary,dMRI_TBSS,L3,tapetum (left),basket,True
dMRI_TBSS_ICVF_middle_cerebellar_peduncle,exploratory,primary,dMRI_TBSS,ICVF,middle cerebellar peduncle,basket,True
dMRI_TBSS_ICVF_pontine_crossing_tract,exploratory,primary,dMRI_TBSS,ICVF,pontine crossing tract,basket,True
dMRI_TBSS_ICVF_genu_of_corpus_callosum,exploratory,primary,dMRI_TBSS,ICVF,genu of corpus callosum,basket,True
dMRI_TBSS_ICVF_body_of_corpus_callosum,exploratory,primary,dMRI_TBSS,ICVF,body of corpus callosum,basket,True
dMRI_TBSS_ICVF_splenium_of_corpus_callosum,exploratory,primary,dMRI_TBSS,ICVF,splenium of corpus callosum,basket,True
dMRI_TBSS_ICVF_fornix,exploratory,primary,dMRI_TBSS,ICVF,fornix,basket,True
dMRI_TBSS_ICVF_corticospinal_tract_right,exploratory,primary,dMRI_TBSS,ICVF,corticospinal tract (right),basket,True
dMRI_TBSS_ICVF_corticospinal_tract_left,exploratory,primary,dMRI_TBSS,ICVF,corticospinal tract (left),basket,True
dMRI_TBSS_ICVF_medial_lemniscus_right,exploratory,primary,dMRI_TBSS,ICVF,medial lemniscus (right),basket,True
dMRI_TBSS_ICVF_medial_lemniscus_left,exploratory,primary,dMRI_TBSS,ICVF,medial lemniscus (left),basket,True
dMRI_TBSS_ICVF_inferior_cerebellar_peduncle_right,exploratory,primary,dMRI_TBSS,ICVF,inferior cerebellar peduncle (right),basket,True
dMRI_TBSS_ICVF_inferior_cerebellar_peduncle_left,exploratory,primary,dMRI_TBSS,ICVF,inferior cerebellar peduncle (left),basket,True
dMRI_TBSS_ICVF_superior_cerebellar_peduncle_right,exploratory,primary,dMRI_TBSS,ICVF,superior cerebellar peduncle (right),basket,True
dMRI_TBSS_ICVF_superior_cerebellar_peduncle_left,exploratory,primary,dMRI_TBSS,ICVF,superior cerebellar peduncle (left),basket,True
dMRI_TBSS_ICVF_cerebral_peduncle_right,exploratory,primary,dMRI_TBSS,ICVF,cerebral peduncle (right),basket,True
dMRI_TBSS_ICVF_cerebral_peduncle_left,exploratory,primary,dMRI_TBSS,ICVF,cerebral peduncle (left),basket,True
dMRI_TBSS_ICVF_anterior_limb_of_internal_capsule_right,exploratory,primary,dMRI_TBSS,ICVF,anterior limb of internal capsule (right),basket,True
dMRI_TBSS_ICVF_anterior_limb_of_internal_capsule_left,exploratory,primary,dMRI_TBSS,ICVF,anterior limb of internal capsule (left),basket,True
dMRI_TBSS_ICVF_posterior_limb_of_internal_capsule_right,exploratory,primary,dMRI_TBSS,ICVF,posterior limb of internal capsule (right),basket,True
dMRI_TBSS_ICVF_posterior_limb_of_internal_capsule_left,exploratory,primary,dMRI_TBSS,ICVF,posterior limb of internal capsule (left),basket,True
dMRI_TBSS_ICVF_retrolenticular_part_of_internal_capsule_f25364,exploratory,primary,dMRI_TBSS,ICVF,retrolenticular part of internal capsule (right),basket,True
dMRI_TBSS_ICVF_retrolenticular_part_of_internal_capsule_f25365,exploratory,primary,dMRI_TBSS,ICVF,retrolenticular part of internal capsule (left),basket,True
dMRI_TBSS_ICVF_anterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,ICVF,anterior corona radiata (right),basket,True
dMRI_TBSS_ICVF_anterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,ICVF,anterior corona radiata (left),basket,True
dMRI_TBSS_ICVF_superior_corona_radiata_right,exploratory,primary,dMRI_TBSS,ICVF,superior corona radiata (right),basket,True
dMRI_TBSS_ICVF_superior_corona_radiata_left,exploratory,primary,dMRI_TBSS,ICVF,superior corona radiata (left),basket,True
dMRI_TBSS_ICVF_posterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,ICVF,posterior corona radiata (right),basket,True
dMRI_TBSS_ICVF_posterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,ICVF,posterior corona radiata (left),basket,True
dMRI_TBSS_ICVF_posterior_thalamic_radiation_right,exploratory,primary,dMRI_TBSS,ICVF,posterior thalamic radiation (right),basket,True
dMRI_TBSS_ICVF_posterior_thalamic_radiation_left,exploratory,primary,dMRI_TBSS,ICVF,posterior thalamic radiation (left),basket,True
dMRI_TBSS_ICVF_sagittal_stratum_right,exploratory,primary,dMRI_TBSS,ICVF,sagittal stratum (right),basket,True
dMRI_TBSS_ICVF_sagittal_stratum_left,exploratory,primary,dMRI_TBSS,ICVF,sagittal stratum (left),basket,True
dMRI_TBSS_ICVF_external_capsule_right,exploratory,primary,dMRI_TBSS,ICVF,external capsule (right),basket,True
dMRI_TBSS_ICVF_external_capsule_left,exploratory,primary,dMRI_TBSS,ICVF,external capsule (left),basket,True
dMRI_TBSS_ICVF_cingulum_cingulate_gyrus_right,exploratory,primary,dMRI_TBSS,ICVF,cingulum cingulate gyrus (right),basket,True
dMRI_TBSS_ICVF_cingulum_cingulate_gyrus_left,exploratory,primary,dMRI_TBSS,ICVF,cingulum cingulate gyrus (left),basket,True
dMRI_TBSS_ICVF_cingulum_hippocampus_right,exploratory,primary,dMRI_TBSS,ICVF,cingulum hippocampus (right),basket,True
dMRI_TBSS_ICVF_cingulum_hippocampus_left,exploratory,primary,dMRI_TBSS,ICVF,cingulum hippocampus (left),basket,True
dMRI_TBSS_ICVF_fornix_cres_stria_terminalis_right,exploratory,primary,dMRI_TBSS,ICVF,fornix cres+stria terminalis (right),basket,True
dMRI_TBSS_ICVF_fornix_cres_stria_terminalis_left,exploratory,primary,dMRI_TBSS,ICVF,fornix cres+stria terminalis (left),basket,True
dMRI_TBSS_ICVF_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_TBSS,ICVF,superior longitudinal fasciculus (right),basket,True
dMRI_TBSS_ICVF_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_TBSS,ICVF,superior longitudinal fasciculus (left),basket,True
dMRI_TBSS_ICVF_superior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_TBSS,ICVF,superior fronto-occipital fasciculus (right),basket,True
dMRI_TBSS_ICVF_superior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_TBSS,ICVF,superior fronto-occipital fasciculus (left),basket,True
dMRI_TBSS_ICVF_uncinate_fasciculus_right,exploratory,primary,dMRI_TBSS,ICVF,uncinate fasciculus (right),basket,True
dMRI_TBSS_ICVF_uncinate_fasciculus_left,exploratory,primary,dMRI_TBSS,ICVF,uncinate fasciculus (left),basket,True
dMRI_TBSS_ICVF_tapetum_right,exploratory,primary,dMRI_TBSS,ICVF,tapetum (right),basket,True
dMRI_TBSS_ICVF_tapetum_left,exploratory,primary,dMRI_TBSS,ICVF,tapetum (left),basket,True
dMRI_TBSS_OD_middle_cerebellar_peduncle,exploratory,primary,dMRI_TBSS,OD,middle cerebellar peduncle,basket,True
dMRI_TBSS_OD_pontine_crossing_tract,exploratory,primary,dMRI_TBSS,OD,pontine crossing tract,basket,True
dMRI_TBSS_OD_genu_of_corpus_callosum,exploratory,primary,dMRI_TBSS,OD,genu of corpus callosum,basket,True
dMRI_TBSS_OD_body_of_corpus_callosum,exploratory,primary,dMRI_TBSS,OD,body of corpus callosum,basket,True
dMRI_TBSS_OD_splenium_of_corpus_callosum,exploratory,primary,dMRI_TBSS,OD,splenium of corpus callosum,basket,True
dMRI_TBSS_OD_fornix,exploratory,primary,dMRI_TBSS,OD,fornix,basket,True
dMRI_TBSS_OD_corticospinal_tract_right,exploratory,primary,dMRI_TBSS,OD,corticospinal tract (right),basket,True
dMRI_TBSS_OD_corticospinal_tract_left,exploratory,primary,dMRI_TBSS,OD,corticospinal tract (left),basket,True
dMRI_TBSS_OD_medial_lemniscus_right,exploratory,primary,dMRI_TBSS,OD,medial lemniscus (right),basket,True
dMRI_TBSS_OD_medial_lemniscus_left,exploratory,primary,dMRI_TBSS,OD,medial lemniscus (left),basket,True
dMRI_TBSS_OD_inferior_cerebellar_peduncle_right,exploratory,primary,dMRI_TBSS,OD,inferior cerebellar peduncle (right),basket,True
dMRI_TBSS_OD_inferior_cerebellar_peduncle_left,exploratory,primary,dMRI_TBSS,OD,inferior cerebellar peduncle (left),basket,True
dMRI_TBSS_OD_superior_cerebellar_peduncle_right,exploratory,primary,dMRI_TBSS,OD,superior cerebellar peduncle (right),basket,True
dMRI_TBSS_OD_superior_cerebellar_peduncle_left,exploratory,primary,dMRI_TBSS,OD,superior cerebellar peduncle (left),basket,True
dMRI_TBSS_OD_cerebral_peduncle_right,exploratory,primary,dMRI_TBSS,OD,cerebral peduncle (right),basket,True
dMRI_TBSS_OD_cerebral_peduncle_left,exploratory,primary,dMRI_TBSS,OD,cerebral peduncle (left),basket,True
dMRI_TBSS_OD_anterior_limb_of_internal_capsule_right,exploratory,primary,dMRI_TBSS,OD,anterior limb of internal capsule (right),basket,True
dMRI_TBSS_OD_anterior_limb_of_internal_capsule_left,exploratory,primary,dMRI_TBSS,OD,anterior limb of internal capsule (left),basket,True
dMRI_TBSS_OD_posterior_limb_of_internal_capsule_right,exploratory,primary,dMRI_TBSS,OD,posterior limb of internal capsule (right),basket,True
dMRI_TBSS_OD_posterior_limb_of_internal_capsule_left,exploratory,primary,dMRI_TBSS,OD,posterior limb of internal capsule (left),basket,True
dMRI_TBSS_OD_retrolenticular_part_of_internal_capsule_f25412,exploratory,primary,dMRI_TBSS,OD,retrolenticular part of internal capsule (right),basket,True
dMRI_TBSS_OD_retrolenticular_part_of_internal_capsule_f25413,exploratory,primary,dMRI_TBSS,OD,retrolenticular part of internal capsule (left),basket,True
dMRI_TBSS_OD_anterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,OD,anterior corona radiata (right),basket,True
dMRI_TBSS_OD_anterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,OD,anterior corona radiata (left),basket,True
dMRI_TBSS_OD_superior_corona_radiata_right,exploratory,primary,dMRI_TBSS,OD,superior corona radiata (right),basket,True
dMRI_TBSS_OD_superior_corona_radiata_left,exploratory,primary,dMRI_TBSS,OD,superior corona radiata (left),basket,True
dMRI_TBSS_OD_posterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,OD,posterior corona radiata (right),basket,True
dMRI_TBSS_OD_posterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,OD,posterior corona radiata (left),basket,True
dMRI_TBSS_OD_posterior_thalamic_radiation_right,exploratory,primary,dMRI_TBSS,OD,posterior thalamic radiation (right),basket,True
dMRI_TBSS_OD_posterior_thalamic_radiation_left,exploratory,primary,dMRI_TBSS,OD,posterior thalamic radiation (left),basket,True
dMRI_TBSS_OD_sagittal_stratum_right,exploratory,primary,dMRI_TBSS,OD,sagittal stratum (right),basket,True
dMRI_TBSS_OD_sagittal_stratum_left,exploratory,primary,dMRI_TBSS,OD,sagittal stratum (left),basket,True
dMRI_TBSS_OD_external_capsule_right,exploratory,primary,dMRI_TBSS,OD,external capsule (right),basket,True
dMRI_TBSS_OD_external_capsule_left,exploratory,primary,dMRI_TBSS,OD,external capsule (left),basket,True
dMRI_TBSS_OD_cingulum_cingulate_gyrus_right,exploratory,primary,dMRI_TBSS,OD,cingulum cingulate gyrus (right),basket,True
dMRI_TBSS_OD_cingulum_cingulate_gyrus_left,exploratory,primary,dMRI_TBSS,OD,cingulum cingulate gyrus (left),basket,True
dMRI_TBSS_OD_cingulum_hippocampus_right,exploratory,primary,dMRI_TBSS,OD,cingulum hippocampus (right),basket,True
dMRI_TBSS_OD_cingulum_hippocampus_left,exploratory,primary,dMRI_TBSS,OD,cingulum hippocampus (left),basket,True
dMRI_TBSS_OD_fornix_cres_stria_terminalis_right,exploratory,primary,dMRI_TBSS,OD,fornix cres+stria terminalis (right),basket,True
dMRI_TBSS_OD_fornix_cres_stria_terminalis_left,exploratory,primary,dMRI_TBSS,OD,fornix cres+stria terminalis (left),basket,True
dMRI_TBSS_OD_superior_longitudinal_fasciculus_right,exploratory,primary,dMRI_TBSS,OD,superior longitudinal fasciculus (right),basket,True
dMRI_TBSS_OD_superior_longitudinal_fasciculus_left,exploratory,primary,dMRI_TBSS,OD,superior longitudinal fasciculus (left),basket,True
dMRI_TBSS_OD_superior_fronto_occipital_fasciculus_rig,exploratory,primary,dMRI_TBSS,OD,superior fronto-occipital fasciculus (right),basket,True
dMRI_TBSS_OD_superior_fronto_occipital_fasciculus_lef,exploratory,primary,dMRI_TBSS,OD,superior fronto-occipital fasciculus (left),basket,True
dMRI_TBSS_OD_uncinate_fasciculus_right,exploratory,primary,dMRI_TBSS,OD,uncinate fasciculus (right),basket,True
dMRI_TBSS_OD_uncinate_fasciculus_left,exploratory,primary,dMRI_TBSS,OD,uncinate fasciculus (left),basket,True
dMRI_TBSS_OD_tapetum_right,exploratory,primary,dMRI_TBSS,OD,tapetum (right),basket,True
dMRI_TBSS_OD_tapetum_left,exploratory,primary,dMRI_TBSS,OD,tapetum (left),basket,True
dMRI_TBSS_ISOVF_middle_cerebellar_peduncle,exploratory,primary,dMRI_TBSS,ISOVF,middle cerebellar peduncle,basket,True
dMRI_TBSS_ISOVF_pontine_crossing_tract,exploratory,primary,dMRI_TBSS,ISOVF,pontine crossing tract,basket,True
dMRI_TBSS_ISOVF_genu_of_corpus_callosum,exploratory,primary,dMRI_TBSS,ISOVF,genu of corpus callosum,basket,True
dMRI_TBSS_ISOVF_body_of_corpus_callosum,exploratory,primary,dMRI_TBSS,ISOVF,body of corpus callosum,basket,True
dMRI_TBSS_ISOVF_splenium_of_corpus_callosum,exploratory,primary,dMRI_TBSS,ISOVF,splenium of corpus callosum,basket,True
dMRI_TBSS_ISOVF_fornix,exploratory,primary,dMRI_TBSS,ISOVF,fornix,basket,True
dMRI_TBSS_ISOVF_corticospinal_tract_right,exploratory,primary,dMRI_TBSS,ISOVF,corticospinal tract (right),basket,True
dMRI_TBSS_ISOVF_corticospinal_tract_left,exploratory,primary,dMRI_TBSS,ISOVF,corticospinal tract (left),basket,True
dMRI_TBSS_ISOVF_medial_lemniscus_right,exploratory,primary,dMRI_TBSS,ISOVF,medial lemniscus (right),basket,True
dMRI_TBSS_ISOVF_medial_lemniscus_left,exploratory,primary,dMRI_TBSS,ISOVF,medial lemniscus (left),basket,True
dMRI_TBSS_ISOVF_inferior_cerebellar_peduncle_right,exploratory,primary,dMRI_TBSS,ISOVF,inferior cerebellar peduncle (right),basket,True
dMRI_TBSS_ISOVF_inferior_cerebellar_peduncle_left,exploratory,primary,dMRI_TBSS,ISOVF,inferior cerebellar peduncle (left),basket,True
dMRI_TBSS_ISOVF_superior_cerebellar_peduncle_right,exploratory,primary,dMRI_TBSS,ISOVF,superior cerebellar peduncle (right),basket,True
dMRI_TBSS_ISOVF_superior_cerebellar_peduncle_left,exploratory,primary,dMRI_TBSS,ISOVF,superior cerebellar peduncle (left),basket,True
dMRI_TBSS_ISOVF_cerebral_peduncle_right,exploratory,primary,dMRI_TBSS,ISOVF,cerebral peduncle (right),basket,True
dMRI_TBSS_ISOVF_cerebral_peduncle_left,exploratory,primary,dMRI_TBSS,ISOVF,cerebral peduncle (left),basket,True
dMRI_TBSS_ISOVF_anterior_limb_of_internal_capsule_right,exploratory,primary,dMRI_TBSS,ISOVF,anterior limb of internal capsule (right),basket,True
dMRI_TBSS_ISOVF_anterior_limb_of_internal_capsule_left,exploratory,primary,dMRI_TBSS,ISOVF,anterior limb of internal capsule (left),basket,True
dMRI_TBSS_ISOVF_posterior_limb_of_internal_capsule_right,exploratory,primary,dMRI_TBSS,ISOVF,posterior limb of internal capsule (right),basket,True
dMRI_TBSS_ISOVF_posterior_limb_of_internal_capsule_left,exploratory,primary,dMRI_TBSS,ISOVF,posterior limb of internal capsule (left),basket,True
dMRI_TBSS_ISOVF_retrolenticular_part_of_internal_capsule_f25460,exploratory,primary,dMRI_TBSS,ISOVF,retrolenticular part of internal capsule (right),basket,True
dMRI_TBSS_ISOVF_retrolenticular_part_of_internal_capsule_f25461,exploratory,primary,dMRI_TBSS,ISOVF,retrolenticular part of internal capsule (left),basket,True
dMRI_TBSS_ISOVF_anterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,ISOVF,anterior corona radiata (right),basket,True
dMRI_TBSS_ISOVF_anterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,ISOVF,anterior corona radiata (left),basket,True
dMRI_TBSS_ISOVF_superior_corona_radiata_right,exploratory,primary,dMRI_TBSS,ISOVF,superior corona radiata (right),basket,True
dMRI_TBSS_ISOVF_superior_corona_radiata_left,exploratory,primary,dMRI_TBSS,ISOVF,superior corona radiata (left),basket,True
dMRI_TBSS_ISOVF_posterior_corona_radiata_right,exploratory,primary,dMRI_TBSS,ISOVF,posterior corona radiata (right),basket,True
dMRI_TBSS_ISOVF_posterior_corona_radiata_left,exploratory,primary,dMRI_TBSS,ISOVF,posterior corona radiata (left),basket,True
dMRI_TBSS_ISOVF_posterior_thalamic_radiation_right,exploratory,primary,dMRI_TBSS,ISOVF,posterior thalamic radiation (right),basket,True
dMRI_TBSS_ISOVF_posterior_thalamic_radiation_left,exploratory,primary,dMRI_TBSS,ISOVF,posterior thalamic radiation (left),basket,True
dMRI_TBSS_ISOVF_sagittal_stratum_right,exploratory,primary,dMRI_TBSS,ISOVF,sagittal stratum (right),basket,True
dMRI_TBSS_ISOVF_sagittal_stratum_left,exploratory,primary,dMRI_TBSS,ISOVF,sagittal stratum (left),basket,True
dMRI_TBSS_ISOVF_external_capsule_right,exploratory,primary,dMRI_TBSS,ISOVF,external capsule (right),basket,True
dMRI_TBSS_ISOVF_external_capsule_left,exploratory,primary,dMRI_TBSS,ISOVF,external capsule (left),basket,True
dMRI_TBSS_ISOVF_cingulum_cingulate_gyrus_right,exploratory,primary,dMRI_TBSS,ISOVF,cingulum cingulate gyrus (right),basket,True
dMRI_TBSS_ISOVF_cingulum_cingulate_gyrus_left,exploratory,primary,dMRI_TBSS,ISOVF,cingulum cingulate gyrus (left),basket,True
dMRI_TBSS_ISOVF_cingulum_hippocampus_right,exploratory,primary,dMRI_TBSS,ISOVF,cingulum hippocampus (right),basket,True
